Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Al Attles\attleal01,PG,31,SFW,10,,277,25,62,.403,,,,25,62,.403,.403,23,30,.767,,,53,70,,,,49,73
2,Jim Barnes\barneji01,PF,26,CHI,5,,57,3,12,.250,,,,3,12,.250,.250,0,0,,,,21,1,,,,13,6
3,Dick Barnett\barnedi01,SG,31,NYK,6,,211,61,117,.521,,,,61,117,.521,.521,21,29,.724,,,27,21,,,,24,143
4,Elgin Baylor*\bayloel01,SF,33,LAL,15,,633,176,376,.468,,,,176,376,.468,.468,76,112,.679,,,218,60,,,,41,428
5,Zelmo Beaty*\beatyze01,C,28,STL,6,,239,43,92,.467,,,,43,92,.467,.467,43,55,.782,,,81,15,,,,26,129
6,Walt Bellamy*\bellawa01,C,28,NYK,6,,277,45,107,.421,,,,45,107,.421,.421,30,48,.625,,,96,21,,,,22,120
7,Dave Bing*\bingda01,PG,24,DET,6,,254,68,166,.410,,,,68,166,.410,.410,33,45,.733,,,24,29,,,,21,169
8,Bob Boozer\boozebo01,PF,30,CHI,5,,190,33,73,.452,,,,33,73,.452,.452,28,38,.737,,,44,12,,,,13,94
9,Nate Bowman\bowmana01,C,24,NYK,1,,6,0,4,.000,,,,0,4,.000,.000,0,0,,,,3,0,,,,1,0
10,Bill Bradley*\bradlbi01,SF,24,NYK,6,,64,12,28,.429,,,,12,28,.429,.429,9,13,.692,,,6,2,,,,7,33
11,Bill Bridges\bridgbi01,PF,28,STL,6,,216,38,75,.507,,,,38,75,.507,.507,18,25,.720,,,77,14,,,,23,94
12,Em Bryant\bryanem01,PG,29,NYK,5,,75,4,13,.308,,,,4,13,.308,.308,4,5,.800,,,14,7,,,,13,12
13,Joe Caldwell\caldwjo01,SF,26,STL,6,,148,15,46,.326,,,,15,46,.326,.326,2,15,.133,,,21,15,,,,10,32
14,Wilt Chamberlain*\chambwi01,C,31,PHI,13,,631,124,232,.534,,,,124,232,.534,.534,60,158,.380,,,321,85,,,,29,308
15,Len Chappell\chapple01,C,27,DET,5,,21,2,7,.286,,,,2,7,.286,.286,3,6,.500,,,12,0,,,,3,7
