Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Kareem Abdul-Jabbar*\abdulka01,C,30,LAL,3,,134,38,73,.521,,,,38,73,.521,.521,5,9,.556,14,27,41,11,2,12,14,14,81
2,Tom Abernethy\abernto01,SF,23,LAL,2,,12,1,4,.250,,,,1,4,.250,.250,2,2,1.000,2,0,2,1,0,0,0,2,4
3,Alvan Adams\adamsal01,C,23,PHO,2,,71,15,33,.455,,,,15,33,.455,.455,2,2,1.000,8,8,16,4,2,1,9,8,32
4,Dennis Awtrey\awtrede01,C,29,PHO,2,,24,1,4,.250,,,,1,4,.250,.250,1,1,1.000,2,0,2,3,1,0,1,0,3
5,Greg Ballard\ballagr01,SF,23,WSB,19,,243,21,63,.333,,,,21,63,.333,.333,32,41,.780,27,52,79,18,9,3,14,29,74
6,Butch Beard\beardbu01,PG,30,NYK,6,,160,24,48,.500,,,,24,48,.500,.500,6,10,.600,7,14,21,27,10,2,11,22,54
7,Kent Benson\bensoke01,C,23,MIL,9,,103,11,23,.478,,,,11,23,.478,.478,6,11,.545,5,10,15,3,5,3,6,20,28
8,Henry Bibby\bibbyhe01,PG,28,PHI,10,,289,33,82,.402,,,,33,82,.402,.402,20,22,.909,9,21,30,48,12,0,22,25,86
9,Mike Bratz\bratzmi01,PG,22,PHO,2,,9,1,5,.200,,,,1,5,.200,.200,0,0,,0,0,0,1,0,0,0,0,2
10,Jim Brewer\breweji01,PF,26,CLE,1,,9,0,1,.000,,,,0,1,.000,.000,0,2,.000,0,0,0,0,0,0,0,2,0
11,Junior Bridgeman\bridgju01,SF,24,MIL,9,,178,44,91,.484,,,,44,91,.484,.484,6,8,.750,6,12,18,11,9,2,8,31,94
12,Allan Bristow\bristal01,SF,26,SAS,5,,51,9,15,.600,,,,9,15,.600,.600,4,6,.667,4,7,11,7,2,0,5,10,22
13,Fred Brown\brownfr01,SG,29,SEA,22,,575,153,341,.449,,,,153,341,.449,.449,75,90,.833,16,31,47,53,23,2,31,47,381
14,John Brown\brownjo01,SF,26,ATL,2,,6,0,0,,,,,0,0,,,0,0,,0,0,0,0,0,0,2,1,0
15,Joe Bryant\bryanjo01,PF,23,PHI,10,,122,21,47,.447,,,,21,47,.447,.447,8,11,.727,7,18,25,9,6,1,5,22,50
16,Quinn Buckner\bucknqu01,PG,23,MIL,9,,257,43,86,.500,,,,43,86,.500,.500,15,23,.652,3,24,27,62,18,1,39,30,101
17,Don Buse\busedo01,PG,27,PHO,2,,76,4,11,.364,,,,4,11,.364,.364,0,0,,0,5,5,4,4,0,1,3,8
18,Corky Calhoun\calhoco01,SF,27,POR,6,,109,15,29,.517,,,,15,29,.517,.517,4,7,.571,6,8,14,3,2,1,3,6,34
19,Mack Calvin\calvima01,PG,30,DEN,12,,135,19,42,.452,,,,19,42,.452,.452,27,29,.931,3,5,8,21,7,0,11,11,65
20,Austin Carr\carrau01,SG,29,CLE,2,,69,10,27,.370,,,,10,27,.370,.370,15,16,.938,3,5,8,5,2,1,4,8,35
21,Kenny Carr\carrke01,PF,22,LAL,2,,17,3,8,.375,,,,3,8,.375,.375,0,0,,0,4,4,0,1,0,3,2,6
22,Harvey Catchings\catchha01,C,26,PHI,7,,26,3,8,.375,,,,3,8,.375,.375,3,4,.750,3,6,9,0,1,3,0,4,9
23,Jim Chones\choneji01,C,28,CLE,2,,82,13,27,.481,,,,13,27,.481,.481,4,8,.500,3,12,15,7,2,1,4,7,30
24,Jim Cleamons\cleamji01,PG,28,NYK,6,,127,14,36,.389,,,,14,36,.389,.389,6,6,1.000,5,8,13,23,3,0,8,13,34
