Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Kareem Abdul-Jabbar*\abdulka01,C,40,LAL,24,24,718,141,304,.464,0,2,.000,141,302,.467,.464,56,71,.789,49,82,131,36,15,37,46,81,338
2,Mark Acres\acresma01,C,25,BOS,17,0,158,14,26,.538,0,0,,14,26,.538,.538,9,18,.500,14,22,36,2,1,1,6,33,37
3,Michael Adams\adamsmi01,PG,25,DEN,11,11,406,47,130,.362,17,54,.315,30,76,.395,.427,36,41,.878,9,27,36,64,18,2,23,19,147
4,Mark Aguirre\aguirma01,SF,28,DAL,17,17,558,147,294,.500,13,34,.382,134,260,.515,.522,60,86,.698,34,66,100,56,14,9,41,49,367
5,Danny Ainge\aingeda01,SG,28,BOS,17,17,670,71,184,.386,19,58,.328,52,126,.413,.438,37,42,.881,15,38,53,109,9,1,41,64,198
6,Mark Alarie\alarima01,PF,24,WSB,1,0,4,1,2,.500,1,2,.500,0,0,,.750,0,0,,0,1,1,0,0,0,0,0,3
7,Steve Alford\alforst01,PG,23,DAL,4,0,12,3,8,.375,0,2,.000,3,6,.500,.375,0,0,,1,1,2,2,0,0,1,0,6
8,Greg Anderson\andergr01,PF,23,SAS,3,3,95,17,36,.472,0,0,,17,36,.472,.472,4,9,.444,6,15,21,3,2,4,10,10,38
9,Richard Anderson\anderri01,PF,27,POR,3,0,63,11,24,.458,6,14,.429,5,10,.500,.583,4,4,1.000,5,8,13,1,2,1,2,11,32
10,Thurl Bailey\baileth01,SF,26,UTA,11,0,449,99,203,.488,0,1,.000,99,202,.490,.488,57,68,.838,21,42,63,18,6,23,21,32,255
11,John Battle\battljo01,SG,25,ATL,12,0,166,32,67,.478,0,2,.000,32,65,.492,.478,17,25,.680,2,18,20,26,2,0,11,14,81
12,Walter Berry\berrywa01,SF,23,SAS,3,0,94,27,50,.540,0,1,.000,27,49,.551,.540,12,15,.800,13,8,21,6,5,2,11,10,66
13,Larry Bird*\birdla01,SF,31,BOS,17,17,763,152,338,.450,12,32,.375,140,306,.458,.467,101,113,.894,29,121,150,115,36,14,49,45,417
14,Uwe Blab\blabuw01,C,25,DAL,3,0,8,0,2,.000,0,0,,0,2,.000,.000,2,2,1.000,1,0,1,1,0,0,1,1,2
15,Rolando Blackman\blackro01,SG,28,DAL,17,17,672,126,261,.483,0,3,.000,126,258,.488,.483,55,62,.887,26,29,55,77,15,3,25,28,307
16,Muggsy Bogues\boguemu01,PG,23,WSB,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,2,0,0,1,0,0
17,Manute Bol\bolma01,C,25,WSB,5,0,44,4,7,.571,0,0,,4,7,.571,.571,1,1,1.000,7,5,12,0,0,2,1,5,9
18,Randy Breuer\breuera01,C,27,MIL,4,0,47,9,16,.563,0,0,,9,16,.563,.563,1,6,.167,2,10,12,1,1,2,1,7,19
19,Frank Brickowski\brickfr01,C,28,SAS,3,3,113,22,44,.500,1,1,1.000,21,43,.488,.511,13,19,.684,7,15,22,14,6,2,9,12,58
20,Michael Brooks\brookmi01,SF,29,DEN,4,0,11,1,3,.333,1,2,.500,0,1,.000,.500,0,0,,1,3,4,2,0,0,0,1,3
21,Mike Brown\brownmi01,C,24,CHI,1,0,4,0,0,,0,0,,0,0,,,1,2,.500,0,0,0,1,1,0,0,0,1
22,Tony Campbell\campbto01,SF,25,LAL,15,0,94,18,42,.429,0,1,.000,18,41,.439,.429,11,16,.688,4,6,10,5,3,0,5,16,47
