Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Dick Barnett\barnedi01,SG,26,LAL,13,,370,71,151,.470,,,,71,151,.470,.470,77,97,.794,,,38,21,,,,35,219
2,John Barnhill\barnhjo01,SG,24,STL,11,,314,31,77,.403,,,,31,77,.403,.403,15,22,.682,,,27,36,,,,28,77
3,Elgin Baylor*\bayloel01,SF,28,LAL,13,,562,160,362,.442,,,,160,362,.442,.442,104,126,.825,,,177,58,,,,48,424
4,Zelmo Beaty*\beatyze01,C,23,STL,11,,307,43,97,.443,,,,43,97,.443,.443,27,36,.750,,,84,11,,,,47,113
5,Al Bianchi\biancal01,SG,30,SYR,5,,77,15,34,.441,,,,15,34,.441,.441,4,7,.571,,,8,2,,,,17,34
6,Bucky Bockhorn\bockhbu01,SG,29,CIN,12,,407,56,135,.415,,,,56,135,.415,.415,23,31,.742,,,45,39,,,,44,135
7,Bob Boozer\boozebo01,PF,25,CIN,12,,381,57,138,.413,,,,57,138,.413,.413,45,63,.714,,,96,18,,,,44,159
8,Bill Bridges\bridgbi01,PF,23,STL,11,,204,41,96,.427,,,,41,96,.427,.427,20,27,.741,,,86,9,,,,31,102
9,Len Chappell\chapple01,PF,22,SYR,4,,53,4,21,.190,,,,4,21,.190,.190,13,16,.813,,,18,3,,,,7,21
10,Larry Costello\costela01,PG,31,SYR,5,,134,16,37,.432,,,,16,37,.432,.432,19,23,.826,,,4,23,,,,27,51
11,Bob Cousy*\cousybo01,PG,34,BOS,13,,393,72,204,.353,,,,72,204,.353,.353,39,47,.830,,,32,116,,,,44,183
12,Dave DeBusschere*\debusda01,SF,22,DET,4,,159,25,59,.424,,,,25,59,.424,.424,30,44,.682,,,63,6,,,,14,80
13,Bob Duffy\duffybo02,PG,22,STL,5,,24,6,15,.400,,,,6,15,.400,.400,2,2,1.000,,,3,3,,,,3,14
14,Walter Dukes\dukeswa01,C,32,DET,3,,8,0,0,,,,,0,0,,,3,3,1.000,,,1,2,,,,3,3
15,Leroy Ellis\ellisle01,C,22,LAL,13,,302,27,53,.509,,,,27,53,.509,.509,27,33,.818,,,85,13,,,,35,81
16,Wayne Embry*\embrywa01,C,25,CIN,12,,394,76,169,.450,,,,76,169,.450,.450,49,74,.662,,,162,16,,,,55,201
17,Mike Farmer\farmemi01,SF,26,STL,11,,262,27,74,.365,,,,27,74,.365,.365,13,17,.765,,,52,27,,,,27,67
18,Bob Ferry\ferrybo01,C,25,DET,4,,143,20,45,.444,,,,20,45,.444,.444,8,24,.333,,,35,11,,,,10,48
19,Dave Gambee\gambeda01,SF,25,SYR,5,,75,10,34,.294,,,,10,34,.294,.294,12,13,.923,,,16,0,,,,14,32
20,Hal Greer*\greerha01,SG,26,SYR,5,,214,44,87,.506,,,,44,87,.506,.506,29,35,.829,,,27,21,,,,21,117
21,Cliff Hagan*\hagancl01,SF,31,STL,11,,255,83,179,.464,,,,83,179,.464,.464,37,53,.698,,,55,34,,,,42,203
22,John Havlicek*\havlijo01,SF,22,BOS,11,,254,56,125,.448,,,,56,125,.448,.448,18,27,.667,,,53,17,,,,28,130
23,Tom Hawkins\hawkito01,SF,26,CIN,12,,264,46,91,.505,,,,46,91,.505,.505,34,47,.723,,,81,23,,,,45,126
24,Tom Heinsohn*\heinsto01,PF,28,BOS,13,,413,123,270,.456,,,,123,270,.456,.456,75,98,.765,,,116,15,,,,55,321
25,Ron Horn\hornro01,SF,24,LAL,7,,55,4,12,.333,,,,4,12,.333,.333,4,5,.800,,,11,2,,,,13,12
