Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Ray Allen\allenra02,SG,24,MIL,5,5,186,40,90,.444,10,26,.385,30,64,.469,.500,20,22,.909,10,23,33,13,8,0,9,10,110
2,Rafer Alston\alstora01,PG,23,MIL,4,0,16,0,3,.000,0,1,.000,0,2,.000,.000,0,2,.000,0,0,0,1,0,0,1,0,0
3,Nick Anderson\anderni01,SG,32,SAC,5,5,132,11,34,.324,7,20,.350,4,14,.286,.426,7,8,.875,4,13,17,2,1,3,4,9,36
4,Greg Anthony\anthogr01,PG,32,POR,15,0,213,19,52,.365,10,31,.323,9,21,.429,.462,12,16,.750,2,14,16,25,13,4,12,27,60
5,Stacey Augmon\augmost01,SG,31,POR,7,0,34,4,12,.333,0,0,,4,12,.333,.333,1,2,.500,0,2,2,0,0,0,0,6,9
6,Toby Bailey\baileto01,SG,24,PHO,5,0,15,1,4,.250,0,0,,1,4,.250,.250,2,4,.500,1,1,2,2,0,0,0,1,4
7,Vin Baker\bakervi01,C,28,SEA,5,4,177,30,75,.400,0,1,.000,30,74,.405,.400,10,17,.588,16,22,38,10,5,2,16,19,70
8,Brent Barry\barrybr01,SG,28,SEA,5,3,155,12,33,.364,8,20,.400,4,13,.308,.485,10,14,.714,3,10,13,15,3,3,7,20,42
9,Jon Barry\barryjo01,SG,30,SAC,5,0,102,9,21,.429,7,12,.583,2,9,.222,.595,14,16,.875,2,10,12,12,3,0,4,7,39
10,Jonathan Bender\bendejo01,SF,19,IND,9,0,21,4,6,.667,1,1,1.000,3,5,.600,.750,3,6,.500,0,3,3,0,1,0,0,2,12
11,Travis Best\besttr01,PG,27,IND,23,0,463,77,179,.430,13,30,.433,64,149,.430,.466,37,44,.841,15,42,57,66,19,4,25,61,204
12,Corie Blount\blounco01,PF,31,PHO,9,0,162,17,31,.548,0,0,,17,31,.548,.548,10,18,.556,25,31,56,3,6,6,13,36,44
13,Muggsy Bogues\boguemu01,PG,35,TOR,3,2,87,6,21,.286,3,9,.333,3,12,.250,.357,1,3,.333,3,3,6,5,4,0,4,4,16
14,Lazaro Borrell\borrela01,SF,27,SEA,2,1,26,4,7,.571,0,0,,4,7,.571,.571,2,4,.500,3,8,11,1,0,0,1,2,10
15,Bruce Bowen\bowenbr01,SF,28,MIA,10,0,157,10,27,.370,5,22,.227,5,5,1.000,.463,10,16,.625,1,9,10,8,7,4,6,27,35
16,Ira Bowman\bowmair01,SG,26,PHI,7,0,11,0,2,.000,0,1,.000,0,1,.000,.000,0,2,.000,0,0,0,2,0,0,0,0,0
17,Terrell Brandon\brandte01,PG,29,MIN,4,4,162,32,63,.508,4,11,.364,28,52,.538,.540,10,11,.909,4,19,23,34,3,0,8,11,78
18,Dee Brown\brownde01,PG,31,TOR,3,0,19,0,4,.000,0,3,.000,0,1,.000,.000,0,0,,0,2,2,2,2,0,1,4,0
19,P.J. Brown\brownpj01,PF,30,MIA,10,10,308,35,82,.427,0,0,,35,82,.427,.427,5,6,.833,26,56,82,11,8,4,11,42,75
20,Rick Brunson\brunsri01,PG,27,NYK,3,0,4,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,1,1,0,0,2,0
21,Kobe Bryant\bryanko01,SG,21,LAL,22,22,857,174,394,.442,22,64,.344,152,330,.461,.470,95,126,.754,26,72,98,97,32,32,55,89,465
22,Jud Buechler\buechju01,SF,31,DET,3,0,34,2,7,.286,2,5,.400,0,2,.000,.429,0,0,,0,4,4,1,0,1,0,4,6
23,Rodney Buford\buforro01,SG,22,MIA,1,0,16,4,8,.500,1,2,.500,3,6,.500,.563,2,2,1.000,0,1,1,1,0,0,0,3,11
24,Marcus Camby\cambyma01,C,25,NYK,16,0,386,29,86,.337,0,1,.000,29,85,.341,.337,19,31,.613,35,77,112,6,8,23,12,51,77
25,Elden Campbell\campbel01,C,31,CHH,4,4,150,22,47,.468,0,1,.000,22,46,.478,.468,13,14,.929,9,24,33,4,2,4,8,16,57
26,Anthony Carter\cartean01,PG,24,MIA,10,3,275,32,77,.416,1,6,.167,31,71,.437,.422,12,16,.750,8,32,40,56,12,2,23,22,77
27,Vince Carter\cartevi01,SF,23,TOR,3,3,119,15,50,.300,1,10,.100,14,40,.350,.310,27,31,.871,9,9,18,19,3,4,8,12,58
28,Sam Cassell\cassesa01,PG,30,MIL,5,5,178,30,72,.417,1,5,.200,29,67,.433,.424,18,21,.857,0,17,17,45,4,0,9,19,79
29,Chris Childs\childch01,PG,32,NYK,16,0,334,27,70,.386,9,28,.321,18,42,.429,.450,24,28,.857,1,36,37,39,7,0,14,53,87
30,Doug Christie\chrisdo01,SG,29,TOR,3,1,61,3,13,.231,3,8,.375,0,5,.000,.346,3,6,.500,1,4,5,6,4,1,4,10,12
31,Derrick Coleman\colemde01,PF,32,CHH,4,4,169,27,57,.474,5,16,.313,22,41,.537,.518,22,28,.786,10,40,50,14,3,12,13,11,81
32,Tyrone Corbin\corbity01,SF,37,SAC,3,0,23,2,5,.400,0,2,.000,2,3,.667,.400,0,1,.000,1,4,5,3,0,0,0,2,4
33,Austin Croshere\croshau01,PF,24,IND,23,2,490,64,153,.418,15,37,.405,49,116,.422,.467,73,87,.839,31,78,109,19,9,16,25,51,216
34,John Crotty\crottjo01,PG,30,DET,3,0,51,2,10,.200,0,3,.000,2,7,.286,.200,2,2,1.000,0,4,4,4,1,1,4,4,6
35,Dell Curry\curryde01,SG,35,TOR,3,0,30,2,4,.500,2,3,.667,0,1,.000,.750,1,2,.500,1,1,2,1,2,0,2,4,7
36,Michael Curry\currymi01,SG,31,DET,3,1,79,12,23,.522,0,0,,12,23,.522,.522,4,6,.667,0,3,3,3,1,1,2,5,28
37,Antonio Daniels\daniean01,SG,24,SAS,4,0,82,9,23,.391,2,8,.250,7,15,.467,.435,9,13,.692,2,8,10,6,7,0,6,5,29
38,Antonio Davis\davisan01,C,31,TOR,3,3,105,14,24,.583,0,0,,14,24,.583,.583,11,14,.786,7,18,25,3,1,4,4,9,39
39,Baron Davis\davisba01,PG,20,CHH,4,0,57,10,23,.435,1,6,.167,9,17,.529,.457,2,4,.500,3,3,6,6,4,0,3,6,23
40,Dale Davis\davisda01,C,30,IND,23,23,714,79,151,.523,0,0,,79,151,.523,.523,32,59,.542,83,180,263,17,11,31,18,83,190
41,Todd Day\dayto01,SG,30,PHO,9,0,100,16,35,.457,5,16,.313,11,19,.579,.529,5,10,.500,6,4,10,4,4,1,4,24,42
42,Vinny Del Negro\delnevi01,PG,33,MIL,5,0,93,13,30,.433,0,2,.000,13,28,.464,.433,0,0,,0,8,8,9,3,0,3,4,26
43,Tony Delk\delkto01,PG,26,SAC,5,0,101,18,41,.439,3,5,.600,15,36,.417,.476,17,23,.739,11,7,18,7,3,0,8,11,56
44,Derrick Dial\dialde01,SG,24,SAS,2,0,8,2,4,.500,0,0,,2,4,.500,.500,1,2,.500,2,0,2,0,0,0,0,1,5
45,Vlade Divac\divacvl01,C,31,SAC,5,5,160,20,56,.357,0,2,.000,20,54,.370,.357,16,23,.696,9,27,36,14,7,4,9,22,56
46,Chris Dudley\dudlech02,C,34,NYK,5,2,43,1,2,.500,0,0,,1,2,.500,.500,2,2,1.000,5,7,12,2,1,1,1,11,4
47,Howard Eisley\eisleho01,PG,27,UTA,10,0,200,17,55,.309,9,19,.474,8,36,.222,.391,8,9,.889,1,17,18,19,6,1,13,24,51
48,Mario Elie\eliema01,SF,36,SAS,4,4,115,6,22,.273,1,7,.143,5,15,.333,.295,17,18,.944,5,12,17,7,5,0,12,4,30
49,Sean Elliott\elliose01,SF,31,SAS,4,4,119,15,40,.375,5,13,.385,10,27,.370,.438,5,8,.625,1,21,22,5,0,2,4,13,40
50,Patrick Ewing*\ewingpa01,C,37,NYK,14,14,461,71,170,.418,0,0,,71,170,.418,.418,62,89,.697,29,104,133,6,16,20,27,48,204
51,Derek Fisher\fishede01,PG,25,LAL,21,0,322,34,79,.430,12,29,.414,22,50,.440,.506,19,25,.760,4,18,22,41,11,1,9,30,99
52,Greg Foster\fostegr01,PF,31,SEA,5,0,68,7,19,.368,2,5,.400,5,14,.357,.421,2,2,1.000,1,10,11,1,0,1,3,14,18
53,Rick Fox\foxri01,SF,30,LAL,23,0,331,33,73,.452,18,39,.462,15,34,.441,.575,16,21,.762,11,27,38,28,9,0,16,68,100
54,Lawrence Funderburke\fundela01,PF,29,SAC,4,0,34,4,9,.444,0,0,,4,9,.444,.444,2,4,.500,4,7,11,0,1,0,0,0,10
55,Kevin Garnett\garneke01,PF,23,MIN,4,4,171,30,78,.385,2,3,.667,28,75,.373,.397,13,16,.813,13,30,43,35,5,3,11,12,75
