Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Malik Allen\allenma01,PF,25,MIA,10,0,138,22,49,.449,0,0,,22,49,.449,.449,6,9,.667,12,18,30,4,2,9,4,21,50
2,Rafer Alston\alstora01,PG,27,MIA,13,0,295,29,91,.319,12,52,.231,17,39,.436,.385,21,25,.840,4,25,29,22,5,1,10,22,91
3,Chris Andersen\anderch01,PF,25,DEN,5,0,34,3,9,.333,0,0,,3,9,.333,.333,0,0,,6,8,14,2,1,2,2,3,6
4,Kenny Anderson\anderke01,PG,33,IND,4,0,19,2,7,.286,0,0,,2,7,.286,.286,0,0,,0,1,1,1,1,0,5,3,4
5,Shandon Anderson\andersh01,SG,30,NYK,4,4,117,7,27,.259,2,7,.286,5,20,.250,.296,1,2,.500,5,4,9,11,4,1,8,19,17
6,Carmelo Anthony\anthoca01,SF,19,DEN,4,4,143,21,64,.328,2,11,.182,19,53,.358,.344,16,20,.800,7,26,33,11,5,0,17,11,60
7,Brandon Armstrong\armstbr01,SG,23,NJN,8,0,32,3,12,.250,0,1,.000,3,11,.273,.250,0,0,,1,1,2,3,1,0,0,4,6
8,Darrell Armstrong\armstda01,PG,35,NOH,7,0,150,8,34,.235,5,25,.200,3,9,.333,.309,3,3,1.000,6,9,15,16,6,0,13,10,24
9,Chucky Atkins\atkinch01,PG,29,BOS,4,4,133,17,39,.436,3,10,.300,14,29,.483,.474,17,19,.895,3,11,14,15,3,0,10,2,54
10,Stacey Augmon\augmost01,SF,35,NOH,7,0,168,18,48,.375,0,1,.000,18,47,.383,.375,16,18,.889,4,15,19,7,6,1,13,13,52
11,Vin Baker\bakervi01,PF,32,NYK,4,0,57,8,14,.571,0,0,,8,14,.571,.571,6,9,.667,6,6,12,1,3,2,2,8,22
