Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Kareem Abdul-Jabbar*\abdulka01,C,41,LAL,15,15,351,68,147,.463,0,0,,68,147,.463,.463,31,43,.721,13,46,59,19,5,11,22,43,167
2,Mark Acres\acresma01,C,26,BOS,2,0,2,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,1,1,0,0,0,0,0,0
3,Michael Adams\adamsmi01,PG,26,DEN,2,1,75,15,36,.417,10,22,.455,5,14,.357,.556,7,8,.875,5,12,17,9,3,0,8,6,47
4,Mark Aguirre\aguirma01,SF,29,DET,17,17,462,89,182,.489,8,29,.276,81,153,.529,.511,28,38,.737,26,49,75,28,8,3,20,38,214
5,Steve Alford\alforst01,PG,24,GSW,6,0,52,9,22,.409,4,9,.444,5,13,.385,.500,3,4,.750,2,2,4,5,2,0,1,7,25
6,Richard Anderson\anderri01,PF,28,POR,3,0,35,2,6,.333,1,4,.250,1,2,.500,.417,0,0,,0,3,3,4,0,1,0,2,5
7,Ron Anderson\anderro01,SF,30,PHI,3,0,109,29,51,.569,0,1,.000,29,50,.580,.569,4,5,.800,7,9,16,13,1,2,2,10,62
8,Thurl Bailey\baileth01,SF,27,UTA,3,2,122,12,34,.353,0,0,,12,34,.353,.353,12,15,.800,10,15,25,3,1,4,9,11,36
9,Charles Barkley*\barklch01,PF,25,PHI,3,3,135,29,45,.644,1,5,.200,28,40,.700,.656,22,31,.710,8,27,35,16,5,2,11,9,81
10,John Battle\battljo01,SG,26,ATL,5,0,118,20,46,.435,0,6,.000,20,40,.500,.435,9,12,.750,5,8,13,16,2,0,5,13,49
11,Walter Berry\berrywa01,PF,24,HOU,4,0,57,13,26,.500,0,0,,13,26,.500,.500,7,8,.875,3,6,9,5,2,1,6,8,33
12,Otis Birdsong\birdsot01,SG,33,BOS,3,1,20,1,5,.200,0,2,.000,1,3,.333,.200,0,0,,0,2,2,1,1,1,3,3,2
13,Manute Bol\bolma01,C,26,GSW,8,0,148,7,36,.194,2,22,.091,5,14,.357,.222,2,7,.286,5,26,31,1,2,29,3,21,18
14,Sam Bowie\bowiesa01,C,27,POR,3,1,67,12,28,.429,1,2,.500,11,26,.423,.446,6,8,.750,10,10,20,3,0,7,3,8,31
15,Adrian Branch\brancad01,SF,25,POR,1,0,5,0,3,.000,0,0,,0,3,.000,.000,2,2,1.000,0,1,1,2,0,0,0,0,2
16,Randy Breuer\breuera01,C,28,MIL,9,1,162,17,32,.531,0,0,,17,32,.531,.531,5,13,.385,9,31,40,5,2,6,2,17,39
17,Scott Brooks\brooksc01,PG,23,PHI,3,0,21,1,6,.167,1,2,.500,0,4,.000,.250,2,2,1.000,0,4,4,5,0,0,1,4,5
