Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Paul Arizin*\arizipa01,SF,33,PHW,12,,459,95,253,.375,,,,95,253,.375,.375,88,102,.863,,,80,26,,,,44,278
2,Al Attles\attleal01,PG,25,PHW,12,,338,28,76,.368,,,,28,76,.368,.368,17,31,.548,,,55,27,,,,54,73
3,Elgin Baylor*\bayloel01,SF,27,LAL,13,,571,186,425,.438,,,,186,425,.438,.438,130,168,.774,,,230,47,,,,45,502
4,Al Bianchi\biancal01,PG,29,SYR,5,,184,27,69,.391,,,,27,69,.391,.391,17,20,.850,,,26,18,,,,17,71
5,Bucky Bockhorn\bockhbu01,SG,28,CIN,4,,157,27,62,.435,,,,27,62,.435,.435,14,16,.875,,,19,20,,,,11,68
6,Bob Boozer\boozebo01,PF,24,CIN,4,,143,32,57,.561,,,,32,57,.561,.561,9,12,.750,,,42,3,,,,16,73
7,Carl Braun\braunca01,PG,34,BOS,6,,42,11,28,.393,,,,11,28,.393,.393,3,4,.750,,,7,2,,,,3,25
8,Joe Buckhalter\buckhjo01,PF,24,CIN,4,,60,16,38,.421,,,,16,38,.421,.421,2,3,.667,,,22,4,,,,14,34
9,Wilt Chamberlain*\chambwi01,C,25,PHW,12,,576,162,347,.467,,,,162,347,.467,.467,96,151,.636,,,319,37,,,,27,420
10,Ed Conlin\conlied01,SG,28,PHW,11,,86,9,45,.200,,,,9,45,.200,.200,8,13,.615,,,20,3,,,,14,26
11,Larry Costello\costela01,PG,30,SYR,5,,167,22,51,.431,,,,22,51,.431,.431,29,33,.879,,,16,28,,,,21,73
12,Bob Cousy*\cousybo01,PG,33,BOS,14,,474,86,241,.357,,,,86,241,.357,.357,52,76,.684,,,64,123,,,,43,224
13,Walter Dukes\dukeswa01,C,31,DET,10,,347,39,91,.429,,,,39,91,.429,.429,46,61,.754,,,138,24,,,,52,124
14,Johnny Egan\eganjo01,PG,23,DET,5,,97,29,62,.468,,,,29,62,.468,.468,10,10,1.000,,,9,16,,,,8,68
