Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Kareem Abdul-Jabbar*\abdulka01,C,39,LAL,18,18,559,124,234,.530,0,1,.000,124,233,.532,.530,97,122,.795,39,84,123,36,8,35,40,56,345
2,Michael Adams\adamsmi01,PG,24,WSB,3,1,82,8,25,.320,2,9,.222,6,16,.375,.360,1,3,.333,0,7,7,10,7,0,5,6,19
3,Mark Aguirre\aguirma01,SF,27,DAL,4,4,130,31,62,.500,0,4,.000,31,58,.534,.500,23,30,.767,11,13,24,8,8,0,9,15,85
4,Danny Ainge\aingeda01,SG,27,BOS,20,19,762,116,238,.487,32,73,.438,84,165,.509,.555,31,36,.861,13,39,52,92,24,4,41,62,295
5,Mark Alarie\alarima01,PF,23,DEN,3,0,41,9,15,.600,0,0,,9,15,.600,.600,2,2,1.000,0,5,5,1,2,2,4,9,20
6,Richard Anderson\anderri01,PF,26,HOU,5,0,5,1,3,.333,1,2,.500,0,1,.000,.500,2,2,1.000,1,0,1,0,0,0,1,1,5
7,Ron Anderson\anderro01,SF,28,IND,4,0,24,2,4,.500,0,0,,2,4,.500,.500,0,0,,2,1,3,0,0,0,0,2,4
8,Thurl Bailey\baileth01,PF,25,UTA,5,0,151,30,63,.476,0,0,,30,63,.476,.476,18,18,1.000,14,16,30,9,3,6,12,12,78
9,Greg Ballard\ballagr01,SF,32,GSW,10,0,179,26,48,.542,4,10,.400,22,38,.579,.583,3,4,.750,18,22,40,19,8,0,9,16,59
10,Gene Banks\banksge01,SF,27,CHI,3,3,79,13,22,.591,0,0,,13,22,.591,.591,5,8,.625,3,5,8,2,0,0,2,13,31
11,Charles Barkley*\barklch01,PF,23,PHI,5,5,210,43,75,.573,1,8,.125,42,67,.627,.580,36,45,.800,27,36,63,12,4,8,22,21,123
12,John Battle\battljo01,SG,24,ATL,8,0,78,15,34,.441,2,5,.400,13,29,.448,.471,21,23,.913,2,8,10,8,1,0,7,13,53
13,Kent Benson\bensoke01,C,32,UTA,2,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,1,0,0
14,Larry Bird*\birdla01,SF,30,BOS,23,23,1015,216,454,.476,14,41,.341,202,413,.489,.491,176,193,.912,41,190,231,165,27,19,71,55,622
15,Uwe Blab\blabuw01,C,24,DAL,1,0,10,1,1,1.000,0,0,,1,1,1.000,1.000,1,4,.250,1,2,3,0,1,1,2,4,3
16,Rolando Blackman\blackro01,SG,27,DAL,4,4,153,36,73,.493,0,1,.000,36,72,.500,.493,22,24,.917,4,10,14,17,2,0,8,7,94
17,Manute Bol\bolma01,C,24,WSB,3,0,43,4,10,.400,0,1,.000,4,9,.444,.400,0,2,.000,5,4,9,0,0,5,0,6,8
18,Dudley Bradley\bradldu01,SG,29,MIL,12,0,46,4,11,.364,0,6,.000,4,5,.800,.364,1,2,.500,0,0,0,2,3,0,1,9,9
19,Adrian Branch\brancad01,SF,23,LAL,11,0,42,4,21,.190,0,1,.000,4,20,.200,.190,6,12,.500,3,7,10,5,2,0,5,10,14
20,Randy Breuer\breuera01,C,26,MIL,12,2,156,16,33,.485,0,0,,16,33,.485,.485,8,12,.667,9,22,31,4,7,9,4,32,40
21,Mike Brown\brownmi01,C,23,CHI,1,0,3,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,1,0,1,1,0
22,Tony Campbell\campbto01,SF,24,DET,4,0,13,3,6,.500,1,1,1.000,2,5,.400,.583,2,2,1.000,0,5,5,0,0,0,0,1,9
23,Antoine Carr\carran01,PF,25,ATL,9,0,162,39,56,.696,0,0,,39,56,.696,.696,26,32,.813,11,16,27,13,3,8,10,36,104
24,Joe Barry Carroll\carrojo01,C,28,GSW,10,10,334,74,163,.454,0,1,.000,74,162,.457,.454,41,51,.804,16,49,65,19,14,25,31,42,189
25,Terry Catledge\catlete01,PF,23,WSB,3,3,98,23,41,.561,0,0,,23,41,.561,.561,9,17,.529,7,18,25,0,3,1,7,5,55
26,Tom Chambers\chambto01,PF,27,SEA,14,14,498,118,263,.449,6,18,.333,112,245,.457,.460,80,99,.808,32,58,90,32,12,13,34,51,322
27,Maurice Cheeks\cheekma01,PG,30,PHI,5,5,210,35,66,.530,0,1,.000,35,65,.538,.530,18,21,.857,1,12,13,44,9,4,12,14,88
28,Steve Colter\coltest01,PG,24,PHI,2,0,8,1,2,.500,0,0,,1,2,.500,.500,0,0,,0,0,0,2,0,0,0,1,2
29,Darwin Cook\cookda01,SG,28,WSB,3,0,41,6,24,.250,1,2,.500,5,22,.227,.271,1,2,.500,4,3,7,3,4,0,0,4,14
30,Michael Cooper\coopemi01,SG,30,LAL,18,0,522,77,159,.484,34,70,.486,43,89,.483,.591,46,54,.852,8,51,59,90,25,14,37,46,234
31,Wayne Cooper\coopewa01,C,30,DEN,3,1,41,5,12,.417,0,0,,5,12,.417,.417,2,2,1.000,6,11,17,2,0,1,1,9,12
32,Dave Corzine\corzida01,C,30,CHI,3,3,122,10,22,.455,0,0,,10,22,.455,.455,7,9,.778,7,14,21,7,1,3,7,6,27
33,Terry Cummings\cummite01,PF,25,MIL,12,10,443,105,215,.488,0,0,,105,215,.488,.488,57,83,.687,29,66,95,28,12,13,15,51,267
34,Dell Curry\curryde01,SG,22,UTA,2,0,4,0,3,.000,0,1,.000,0,2,.000,.000,0,0,,0,0,0,0,0,0,0,1,0
35,Adrian Dantley*\dantlad01,SF,30,DET,15,15,500,111,206,.539,0,0,,111,206,.539,.539,86,111,.775,29,39,68,35,13,0,33,36,308
36,Brad Davis\davisbr01,PG,31,DAL,4,0,75,13,23,.565,0,2,.000,13,21,.619,.565,7,9,.778,2,7,9,17,0,0,6,4,33
37,Darren Daye\dayeda01,SF,26,BOS,23,1,240,42,72,.583,0,0,,42,72,.583,.583,32,37,.865,11,21,32,13,9,3,18,33,116
