Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Kareem Abdul-Jabbar*\abdulka01,C,35,LAL,15,,588,163,287,.568,0,1,.000,163,286,.570,.568,80,106,.755,25,90,115,42,17,55,50,61,406
2,Alvan Adams\adamsal01,C,28,PHO,3,,84,15,32,.469,0,0,,15,32,.469,.469,5,7,.714,3,15,18,14,2,5,5,15,35
3,Danny Ainge\aingeda01,SG,23,BOS,7,,201,28,72,.389,2,5,.400,26,67,.388,.403,8,11,.727,2,12,14,25,5,1,6,24,66
4,Tiny Archibald*\architi01,PG,34,BOS,7,,161,22,68,.324,1,6,.167,21,62,.339,.331,22,29,.759,3,7,10,44,2,0,11,12,67
5,Gene Banks\banksge01,PF,23,SAS,11,,398,76,150,.507,0,0,,76,150,.507,.507,23,35,.657,27,49,76,50,11,1,21,25,175
6,Larry Bird*\birdla01,PF,26,BOS,6,,240,49,116,.422,1,4,.250,48,112,.429,.427,24,29,.828,20,55,75,41,13,3,19,15,123
7,Otis Birdsong\birdsot01,SG,27,NJN,2,,37,6,16,.375,0,1,.000,6,15,.400,.375,1,2,.500,1,1,2,9,3,0,1,3,13
8,Charles Bradley\bradlch01,SG,23,BOS,2,,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
9,Junior Bridgeman\bridgju01,SF,29,MIL,9,,308,61,130,.469,2,5,.400,59,125,.472,.477,28,30,.933,21,24,45,28,10,2,19,26,152
10,Fred Brown\brownfr01,PG,34,SEA,2,,30,2,9,.222,0,0,,2,9,.222,.222,2,2,1.000,0,3,3,5,1,0,0,3,6
11,Rickey Brown\brownri01,C,24,ATL,2,,15,1,3,.333,0,0,,1,3,.333,.333,1,2,.500,0,3,3,0,0,0,0,3,3
