Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Mahmoud Abdul-Rauf\abdulma02,PG,24,DEN,12,12,339,57,154,.370,12,37,.324,45,117,.385,.409,29,31,.935,3,15,18,30,5,1,14,29,155
2,Danny Ainge\aingeda01,SG,34,PHO,10,0,230,27,59,.458,17,40,.425,10,19,.526,.602,15,21,.714,7,16,23,21,6,1,5,26,86
3,Kenny Anderson\anderke01,PG,23,NJN,4,4,181,19,54,.352,3,10,.300,16,44,.364,.380,22,33,.667,2,10,12,27,9,0,9,11,63
4,Nick Anderson\anderni01,SG,26,ORL,3,3,120,13,34,.382,8,20,.400,5,14,.357,.500,9,12,.750,2,8,10,10,5,2,5,8,43
5,Willie Anderson\anderwi01,SG,27,SAS,4,4,106,14,37,.378,1,1,1.000,13,36,.361,.392,4,7,.571,3,5,8,12,5,2,4,7,33
6,Greg Anthony\anthogr01,PG,26,NYK,25,3,436,45,128,.352,18,61,.295,27,67,.403,.422,14,24,.583,9,18,27,59,19,8,31,55,122
7,B.J. Armstrong\armstbj01,PG,26,CHI,10,10,360,55,106,.519,7,12,.583,48,94,.511,.552,36,44,.818,2,22,24,25,8,0,9,21,153
8,Vincent Askew\askewvi01,SG,27,SEA,5,0,95,10,28,.357,0,1,.000,10,27,.370,.357,16,19,.842,2,4,6,9,2,0,2,10,36
9,Keith Askins\askinke01,SF,26,MIA,1,0,6,0,1,.000,0,0,,0,1,.000,.000,0,0,,1,0,1,0,0,0,2,0,0
10,Stacey Augmon\augmost01,SG,25,ATL,11,11,324,46,89,.517,0,0,,46,89,.517,.517,27,38,.711,13,16,29,28,7,2,15,26,119
11,Anthony Avent\aventan01,PF,24,ORL,2,0,40,6,13,.462,0,0,,6,13,.462,.462,7,8,.875,8,3,11,1,0,0,1,2,19
12,Charles Barkley*\barklch01,PF,30,PHO,10,10,425,110,216,.509,14,40,.350,96,176,.545,.542,42,55,.764,34,96,130,48,25,9,27,26,276
13,John Battle\battljo01,SG,31,CLE,1,0,8,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,2,2,0,0,0,0,0,2
14,Benoit Benjamin\benjabe01,C,29,NJN,4,4,108,7,17,.412,0,0,,7,17,.412,.412,7,8,.875,5,16,21,1,2,8,5,16,21
15,David Benoit\benoida01,SF,25,UTA,16,5,357,48,122,.393,3,16,.188,45,106,.425,.406,16,25,.640,23,44,67,10,7,11,16,31,115
16,Rolando Blackman\blackro01,SG,34,NYK,6,0,34,3,11,.273,2,4,.500,1,7,.143,.364,0,0,,1,2,3,3,0,0,1,6,8
17,Mookie Blaylock\blaylmo01,PG,26,ATL,11,11,415,48,141,.340,22,64,.344,26,77,.338,.418,25,30,.833,16,39,55,98,24,5,32,22,143
18,Walter Bond\bondwa01,SG,24,UTA,4,0,13,0,2,.000,0,1,.000,0,1,.000,.000,1,2,.500,0,1,1,0,1,0,0,4,1
19,Anthony Bonner\bonnean01,SF,25,NYK,13,7,118,10,22,.455,0,0,,10,22,.455,.455,7,13,.538,15,13,28,2,5,0,13,22,27
20,Anthony Bowie\bowiean01,SG,30,ORL,2,0,13,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,3,0
21,Terrell Brandon\brandte01,PG,23,CLE,3,0,56,12,19,.632,0,0,,12,19,.632,.632,2,3,.667,1,3,4,5,1,0,1,1,26
22,Kevin Brooks\brookke01,SF,24,DEN,2,0,5,2,7,.286,0,1,.000,2,6,.333,.286,1,2,.500,1,1,2,0,0,0,0,0,5
23,Scott Brooks\brooksc01,PG,28,HOU,5,0,23,5,6,.833,1,1,1.000,4,5,.800,.917,0,1,.000,1,1,2,3,0,0,0,3,11
24,P.J. Brown\brownpj01,C,24,NJN,4,1,56,2,9,.222,0,0,,2,9,.222,.222,8,8,1.000,4,4,8,3,0,2,3,13,12
25,Mark Bryant\bryanma01,C,28,POR,4,1,64,5,17,.294,0,2,.000,5,15,.333,.294,0,0,,6,6,12,2,2,2,3,7,10
26,Matt Bullard\bullama01,PF,26,HOU,10,0,55,4,19,.211,2,10,.200,2,9,.222,.263,6,8,.750,2,8,10,0,1,2,0,6,16
27,Willie Burton\burtowi01,SF,25,MIA,2,0,11,1,4,.250,0,2,.000,1,2,.500,.250,0,0,,0,0,0,0,0,0,1,3,2
28,Michael Cage\cagemi01,C,32,SEA,5,5,93,6,16,.375,0,0,,6,16,.375,.375,2,6,.333,10,17,27,4,4,5,3,15,14
29,Antoine Carr\carran01,PF,32,SAS,3,0,37,5,11,.455,0,0,,5,11,.455,.455,8,9,.889,1,0,1,3,1,2,0,7,18
30,Bill Cartwright\cartwbi01,C,36,CHI,9,8,189,14,43,.326,0,0,,14,43,.326,.326,13,16,.813,19,25,44,11,3,2,6,26,41
31,Sam Cassell\cassesa01,PG,24,HOU,22,0,478,63,160,.394,17,45,.378,46,115,.400,.447,64,74,.865,19,40,59,93,21,5,47,62,207
32,Cedric Ceballos\cebalce01,SF,24,PHO,10,8,212,43,93,.462,0,2,.000,43,91,.473,.462,15,18,.833,16,28,44,8,8,2,11,9,101
