Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Kareem Abdul-Jabbar*\abdulka01,C,26,MIL,16,,758,224,402,.557,,,,224,402,.557,.557,67,91,.736,67,186,253,78,20,39,,41,515
2,Don Adams\adamsdo01,SF,26,DET,7,,256,28,73,.384,,,,28,73,.384,.384,8,14,.571,17,34,51,20,6,1,,26,64
3,Rick Adelman\adelmri01,PG,27,CHI,9,,108,16,34,.471,,,,16,34,.471,.471,7,11,.636,1,9,10,7,7,0,,5,39
4,Dennis Awtrey\awtrede01,C,25,CHI,10,,158,12,28,.429,,,,12,28,.429,.429,6,10,.600,11,29,40,13,6,2,,21,30
5,Henry Bibby\bibbyhe01,PG,24,NYK,10,,89,16,45,.356,,,,16,45,.356,.356,10,12,.833,5,5,10,11,3,0,,15,42
6,Dave Bing*\bingda01,PG,30,DET,7,,312,55,131,.420,,,,55,131,.420,.420,22,30,.733,6,20,26,42,3,1,,20,132
7,Tom Boerwinkle\boerwto01,C,28,CHI,2,,7,0,1,.000,,,,0,1,.000,.000,2,2,1.000,0,1,1,0,0,0,,2,2
8,Bill Bradley*\bradlbi01,SF,30,NYK,12,,425,63,159,.396,,,,63,159,.396,.396,25,29,.862,8,20,28,13,7,3,,39,151
9,Bill Bridges\bridgbi01,PF,34,LAL,5,,144,12,41,.293,,,,12,41,.293,.293,6,13,.462,14,16,30,6,7,0,,19,30
10,Don Chaney\chanedo01,SG,27,BOS,18,,545,65,141,.461,,,,65,141,.461,.461,41,50,.820,37,40,77,40,24,9,,64,171
11,Ken Charles\charlke01,SG,22,BUF,2,,10,3,4,.750,,,,3,4,.750,.750,0,0,,2,0,2,0,0,0,,2,6
12,Phil Chenier\cheniph01,SG,23,CAP,7,,310,62,137,.453,,,,62,137,.453,.453,33,37,.892,6,37,43,12,13,8,,19,157
13,Archie Clark\clarkar01,PG,32,CAP,7,,162,20,59,.339,,,,20,59,.339,.339,11,20,.550,3,10,13,15,5,0,,13,51
14,Mel Counts\countme01,C,32,LAL,4,,34,6,12,.500,,,,6,12,.500,.500,0,0,,2,4,6,2,2,2,,3,12
15,Dave Cowens*\cowenda01,C,25,BOS,18,,772,161,370,.435,,,,161,370,.435,.435,47,59,.797,60,180,240,66,21,17,,85,369
16,Bob Dandridge\dandrbo01,SF,26,MIL,16,,648,136,276,.493,,,,136,276,.493,.493,36,47,.766,31,91,122,45,22,10,,65,308
17,Jim Davis\davisji01,C,32,DET,7,,69,11,19,.579,,,,11,19,.579,.579,4,6,.667,4,12,16,5,2,1,,11,26
18,Mel Davis\davisme01,PF,23,NYK,4,,12,6,12,.500,,,,6,12,.500,.500,0,0,,2,3,5,0,0,0,,1,12
19,Mickey Davis\davismi02,SF,23,MIL,15,,245,32,65,.492,,,,32,65,.492,.492,22,24,.917,8,26,34,12,4,2,,23,86
20,Dave DeBusschere*\debusda01,PF,33,NYK,12,,404,63,166,.380,,,,63,166,.380,.380,18,29,.621,25,74,99,38,7,4,,36,144
21,Ernie DiGregorio\digreer01,PG,23,BUF,6,,240,37,86,.430,,,,37,86,.430,.430,8,9,.889,3,13,16,52,1,0,,14,82
22,Steve Downing\downist01,C,23,BOS,1,,4,1,2,.500,,,,1,2,.500,.500,0,0,,2,0,2,0,0,0,,1,2
23,Terry Driscoll\driscte01,PF,26,MIL,9,,29,5,10,.500,,,,5,10,.500,.500,2,2,1.000,9,5,14,3,2,1,,12,12
24,Hank Finkel\finkeha01,C,31,BOS,8,,46,8,18,.444,,,,8,18,.444,.444,1,1,1.000,5,5,10,3,1,0,,9,17
25,Chris Ford\fordch01,SG,25,DET,5,,94,8,17,.471,,,,8,17,.471,.471,4,6,.667,4,11,15,7,2,2,,10,20
26,Walt Frazier*\fraziwa01,PG,28,NYK,12,,491,113,225,.502,,,,113,225,.502,.502,44,49,.898,21,74,95,48,21,4,,41,270
27,Dick Garrett\garredi01,SG,27,MIL,8,,46,2,7,.286,,,,2,7,.286,.286,2,4,.500,1,2,3,7,2,0,,7,6
28,Rowland Garrett\garrero01,SF,23,CHI,2,,6,0,4,.000,,,,0,4,.000,.000,0,0,,0,1,1,0,0,0,,1,0
29,John Gianelli\gianejo01,C,23,NYK,12,,338,35,86,.407,,,,35,86,.407,.407,18,25,.720,39,49,88,23,4,6,,41,88
30,Gail Goodrich*\goodrga01,SG,30,LAL,5,,189,35,90,.389,,,,35,90,.389,.389,28,33,.848,7,9,16,30,7,1,,7,98
31,Matt Guokas\guokama02,SG,29,BUF,6,,85,8,15,.533,,,,8,15,.533,.533,3,4,.750,3,5,8,13,0,1,,8,19
32,Happy Hairston\hairsha01,PF,31,LAL,5,,172,15,36,.417,,,,15,36,.417,.417,16,18,.889,15,37,52,19,5,1,,8,46
33,Phil Hankinson\hankiph01,SF,22,BOS,2,,5,2,4,.500,,,,2,4,.500,.500,2,2,1.000,0,1,1,0,0,1,,0,6
34,John Havlicek*\havlijo01,SF,33,BOS,18,,811,199,411,.484,,,,199,411,.484,.484,89,101,.881,28,88,116,108,24,6,,43,487
35,Connie Hawkins*\hawkico01,SF,31,LAL,5,,172,21,60,.350,,,,21,60,.350,.350,12,15,.800,14,26,40,16,7,1,,13,54
36,Nate Hawthorne\hawthna01,SG,24,LAL,3,,14,1,7,.143,,,,1,7,.143,.143,4,5,.800,2,0,2,2,1,1,,0,6
37,Elvin Hayes*\hayesel01,PF,28,CAP,7,,323,76,143,.531,,,,76,143,.531,.531,29,41,.707,31,80,111,21,5,15,,23,181
38,Gar Heard\heardga01,PF,25,BUF,6,,240,42,92,.457,,,,42,92,.457,.457,17,24,.708,22,66,88,15,9,12,,20,101
39,Phil Jackson*\jacksph01,PF,28,NYK,12,,297,54,116,.466,,,,54,116,.466,.466,27,30,.900,15,42,57,15,10,5,,40,135
40,Bob Kauffman\kauffbo01,PF,27,BUF,2,,10,1,3,.333,,,,1,3,.333,.333,0,2,.000,1,0,1,2,0,0,,3,2
41,Ben Kelso\kelsobe01,SG,24,DET,1,,1,0,2,.000,,,,0,2,.000,.000,0,0,,0,1,1,1,0,0,,0,0
42,Tom Kozelko\kozelto01,PF,22,CAP,7,,58,10,13,.769,,,,10,13,.769,.769,3,4,.750,4,4,8,1,0,0,,10,23
43,Steve Kuberski\kuberst01,PF,26,BOS,9,,69,5,25,.200,,,,5,25,.200,.200,5,10,.500,8,12,20,2,1,1,,9,15
44,Bob Lanier*\laniebo01,C,25,DET,7,,303,77,152,.507,,,,77,152,.507,.507,30,38,.789,26,81,107,21,4,14,,28,184
45,Stu Lantz\lantzst01,SG,27,DET,7,,227,28,59,.475,,,,28,59,.475,.475,28,32,.875,10,19,29,14,2,0,,19,84
46,Manny Leaks\leaksma01,C,28,CAP,2,,5,1,2,.500,,,,1,2,.500,.500,0,0,,1,1,2,0,0,0,,1,2
