Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Cory Alexander\alexaco01,PG,22,SAS,9,0,70,10,24,.417,1,5,.200,9,19,.474,.438,5,7,.714,4,5,9,9,2,0,6,8,26
2,John Amaechi\amaecjo01,PF,25,CLE,1,0,2,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0
3,Greg Anderson\andergr01,PF,31,SAS,6,0,34,0,5,.000,0,0,,0,5,.000,.000,1,2,.500,2,7,9,0,2,1,4,5,1
4,Nick Anderson\anderni01,SG,28,ORL,11,11,418,55,127,.433,18,63,.286,37,64,.578,.504,28,45,.622,16,39,55,21,21,5,21,22,156
5,Willie Anderson\anderwi01,SG,29,NYK,4,0,64,7,22,.318,1,6,.167,6,16,.375,.341,6,7,.857,2,7,9,1,4,0,6,10,21
6,Vincent Askew\askewvi01,SG,29,SEA,19,0,345,24,70,.343,6,23,.261,18,47,.383,.386,17,28,.607,5,36,41,26,13,8,28,50,71
7,Keith Askins\askinke01,SF,28,MIA,3,0,48,4,11,.364,2,6,.333,2,5,.400,.455,3,3,1.000,3,5,8,2,1,0,4,9,13
8,Stacey Augmon\augmost01,SF,27,ATL,10,10,314,35,72,.486,0,1,.000,35,71,.493,.486,33,40,.825,9,27,36,27,11,6,17,26,103
9,Charles Barkley*\barklch01,PF,32,PHO,4,4,164,31,70,.443,3,12,.250,28,58,.483,.464,37,47,.787,18,36,54,15,4,4,6,15,102
10,Mario Bennett\bennema01,SF,22,PHO,2,0,8,2,4,.500,0,0,,2,4,.500,.500,0,0,,2,1,3,0,0,0,2,0,4
11,David Benoit\benoida01,SF,27,UTA,14,5,259,33,70,.471,14,28,.500,19,42,.452,.571,7,9,.778,6,31,37,7,1,3,14,17,87
12,Travis Best\besttr01,PG,23,IND,5,0,84,11,22,.500,1,6,.167,10,16,.625,.523,6,7,.857,3,8,11,9,6,0,10,10,29
