Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Paul Arizin*\arizipa01,SF,22,PHW,2,,,14,27,.519,,,,14,27,.519,.519,13,16,.813,,,20,3,,,,10,41
2,Curly Armstrong\armstcu01,G-F,32,FTW,3,,,7,19,.368,,,,7,19,.368,.368,1,1,1.000,,,7,5,,,,8,15
3,Cliff Barker\barkecl01,SG,30,INO,3,,,4,19,.211,,,,4,19,.211,.211,0,3,.000,,,15,10,,,,10,8
4,Leo Barnhorst\barnhle01,SF,26,INO,3,,,13,35,.371,,,,13,35,.371,.371,8,10,.800,,,9,12,,,,7,34
5,Ralph Beard\beardra01,G,23,INO,3,,,27,61,.443,,,,27,61,.443,.443,12,17,.706,,,12,13,,,,6,66
6,Nelson Bobb\bobbne01,PG,26,PHW,1,,,0,0,,,,,0,0,,,0,0,,,,0,2,,,,2,0
7,Vince Boryla\borylvi01,SF,23,NYK,14,,,83,193,.430,,,,83,193,.430,.430,51,56,.911,,,52,37,,,,42,217
8,Bill Calhoun\calhobi01,SG,23,ROC,14,,,20,48,.417,,,,20,48,.417,.417,21,28,.750,,,41,20,,,,19,61
9,Al Cervi*\cervial01,PG,33,SYR,7,,,17,56,.304,,,,17,56,.304,.304,44,50,.880,,,33,38,,,,31,78
10,Leroy Chollet\chollle01,F,25,SYR,7,,,4,23,.174,,,,4,23,.174,.174,5,8,.625,,,16,9,,,,16,13
11,Nathaniel Clifton*\cliftna01,PF,28,NYK,14,,,41,118,.347,,,,41,118,.347,.347,18,46,.391,,,137,46,,,,62,100
12,Bill Closs\clossbi01,SF,29,PHW,2,,,2,8,.250,,,,2,8,.250,.250,3,5,.600,,,8,5,,,,5,7
13,Jack Coleman\colemja01,PF,26,ROC,14,,,55,139,.396,,,,55,139,.396,.396,30,41,.732,,,179,66,,,,49,140
14,Chuck Cooper*\coopech01,F,24,BOS,2,,,4,12,.333,,,,4,12,.333,.333,2,5,.400,,,13,3,,,,8,10
15,Bob Cousy*\cousybo01,PG,22,BOS,2,,,9,42,.214,,,,9,42,.214,.214,10,12,.833,,,15,12,,,,8,28
16,Bob Davies*\daviebo01,PG,31,ROC,14,,,79,234,.338,,,,79,234,.338,.338,64,80,.800,,,43,75,,,,45,222
17,Bob Donham\donhabo01,SG,24,BOS,2,,,4,9,.444,,,,4,9,.444,.444,5,12,.417,,,8,2,,,,9,13
18,Arnie Ferrin\ferriar01,F-G,25,MNL,7,,,12,36,.333,,,,12,36,.333,.333,17,18,.944,,,33,16,,,,21,41
19,Larry Foust\foustla01,C,22,FTW,3,,,14,45,.311,,,,14,45,.311,.311,8,10,.800,,,37,5,,,,5,36
20,Joe Fulks*\fulksjo01,PF,29,PHW,2,,,16,49,.327,,,,16,49,.327,.327,20,27,.741,,,16,1,,,,9,52
21,Bill Gabor\gaborbi01,SG,28,SYR,7,,,27,72,.375,,,,27,72,.375,.375,9,14,.643,,,20,18,,,,24,63
22,Harry Gallatin*\gallaha01,F-C,23,NYK,14,,,49,140,.350,,,,49,140,.350,.350,67,87,.770,,,163,26,,,,57,165
23,Vern Gardner\gardnve01,SG,25,PHW,2,,,4,8,.500,,,,4,8,.500,.500,3,3,1.000,,,4,0,,,,8,11
24,Bud Grant\grantbu01,F,23,MNL,6,,,4,11,.364,,,,4,11,.364,.364,3,3,1.000,,,5,0,,,,12,11
25,Alex Groza\grozaal01,C,24,INO,3,,,36,73,.493,,,,36,73,.493,.493,25,33,.758,,,42,2,,,,14,97
26,Bruce Hale\halebr01,G-F,32,INO,1,,,0,0,,,,,0,0,,,0,0,,,,0,0,,,,0,0
27,Alex Hannum*\hannual01,PF,27,SYR,7,,,17,39,.436,,,,17,39,.436,.436,8,10,.800,,,47,17,,,,37,42
28,Bob Harris\harribo01,F-C,23,BOS,2,,,1,10,.100,,,,1,10,.100,.100,5,7,.714,,,4,2,,,,4,7
29,Bob Harrison\harribo02,G,23,MNL,7,,,24,52,.462,,,,24,52,.462,.462,6,8,.750,,,27,19,,,,30,54
30,Kleggie Hermsen\hermskl01,C-F,27,BOS,2,,,1,6,.167,,,,1,6,.167,.167,0,0,,,,3,0,,,,6,2
31,Sonny Hertzberg\hertzso01,G,28,BOS,2,,,3,13,.231,,,,3,13,.231,.231,4,5,.800,,,2,3,,,,8,10
32,Joe Holland\hollajo01,SF,25,INO,3,,,17,36,.472,,,,17,36,.472,.472,1,4,.250,,,12,11,,,,10,35
33,Red Holzman*\holzmre01,PG,30,ROC,14,,,31,76,.408,,,,31,76,.408,.408,23,34,.676,,,19,20,,,,14,85
34,Joe Hutton\huttojo01,SG,22,MNL,7,,,0,3,.000,,,,0,3,.000,.000,2,4,.500,,,3,1,,,,5,2
35,Tony Jaros\jarosto01,F-G,30,MNL,7,,,6,20,.300,,,,6,20,.300,.300,8,11,.727,,,7,6,,,,11,20
36,Arnie Johnson\johnsar01,SF,30,ROC,14,,,48,107,.449,,,,48,107,.449,.449,61,78,.782,,,126,40,,,,68,157
37,Ralph Johnson\johnsra01,PG,29,FTW,3,,,12,32,.375,,,,12,32,.375,.375,1,2,.500,,,7,7,,,,17,25
38,Noble Jorgensen\jorgeno01,C,25,SYR,7,,,18,43,.419,,,,18,43,.419,.419,14,22,.636,,,21,7,,,,19,50
39,George Kaftan\kaftage01,SF,22,NYK,8,,,6,18,.333,,,,6,18,.333,.333,1,3,.333,,,6,2,,,,7,13
40,Jack Kerris\kerrija01,PF,26,FTW,3,,,9,26,.346,,,,9,26,.346,.346,5,10,.500,,,20,10,,,,15,23
41,Duane Klueh\kluehdu01,G,25,FTW,2,,,1,6,.167,,,,1,6,.167,.167,0,0,,,,3,3,,,,3,2
42,Frank Kudelka\kudelfr01,G-F,25,BOS,1,,,2,4,.500,,,,2,4,.500,.500,0,3,.000,,,5,2,,,,3,4
43,Tony Lavelli\lavelto01,F,24,NYK,2,,,1,5,.200,,,,1,5,.200,.200,2,2,1.000,,,1,1,,,,2,4
44,Bob Lavoy\lavoybo01,PF,24,INO,3,,,0,7,.000,,,,0,7,.000,.000,3,5,.600,,,6,4,,,,6,3
45,Ed Leede\leedeed01,F-G,23,BOS,2,,,1,7,.143,,,,1,7,.143,.143,1,1,1.000,,,0,2,,,,3,3
46,Ron Livingstone\livinro01,C,25,PHW,2,,,2,3,.667,,,,2,3,.667,.667,0,0,,,,2,0,,,,1,4
47,Don Lofgran\lofgrdo01,F-C,22,INO,1,,,2,6,.333,,,,2,6,.333,.333,1,1,1.000,,,1,0,,,,3,5
48,Ray Lumpp\lumppra01,G,27,NYK,13,,,24,67,.358,,,,24,67,.358,.358,20,23,.870,,,20,23,,,,40,68
49,Ed Macauley*\macaued01,C-F,22,BOS,2,,,17,36,.472,,,,17,36,.472,.472,10,16,.625,,,18,8,,,,4,44
50,Johnny Macknowski\macknjo01,G-F,28,SYR,2,,,6,13,.462,,,,6,13,.462,.462,1,3,.333,,,7,4,,,,5,13
51,John Mahnken\mahnkjo01,C,28,INO,3,,,2,15,.133,,,,2,15,.133,.133,0,0,,,,11,9,,,,11,4
52,Slater Martin*\martisl01,PG,25,MNL,7,,,18,51,.353,,,,18,51,.353,.353,14,27,.519,,,42,25,,,,20,50
53,Dick McGuire*\mcguidi01,PG,25,NYK,14,,,25,80,.313,,,,25,80,.313,.313,24,53,.453,,,83,78,,,,50,74
54,Bones McKinney\mckinbo01,SF,32,BOS,2,,,11,25,.440,,,,11,25,.440,.440,4,5,.800,,,10,8,,,,9,26
55,Joe McNamee\mcnamjo01,SF,24,ROC,13,,,12,41,.293,,,,12,41,.293,.293,9,12,.750,,,35,9,,,,26,33
56,Dick Mehen\mehendi01,PF,28,FTW,3,,,12,29,.414,,,,12,29,.414,.414,2,4,.500,,,14,3,,,,9,26
57,Ed Mikan\mikaned01,C,25,PHW,2,,,6,26,.231,,,,6,26,.231,.231,10,11,.909,,,21,3,,,,6,22
58,George Mikan*\mikange01,C,26,MNL,7,,,62,152,.408,,,,62,152,.408,.408,44,55,.800,,,74,9,,,,25,168
59,Vern Mikkelsen*\mikkeve01,PF,22,MNL,7,,,39,96,.406,,,,39,96,.406,.406,31,47,.660,,,67,17,,,,35,109
60,Leo Mogus\mogusle01,F-C,29,PHW,1,,,0,0,,,,,0,0,,,0,0,,,,0,0,,,,0,0
61,Ken Murray\murrake01,SG,22,FTW,3,,,11,48,.229,,,,11,48,.229,.229,4,5,.800,,,14,10,,,,7,26
62,Paul Noel\noelpa01,F,26,ROC,9,,,7,18,.389,,,,7,18,.389,.389,5,7,.714,,,9,1,,,,11,19
63,Kevin O'Shea\osheake01,G,25,MNL,5,,,1,7,.143,,,,1,7,.143,.143,3,4,.750,,,5,1,,,,8,5
64,John Oldham\oldhajo01,G,27,FTW,3,,,6,16,.375,,,,6,16,.375,.375,5,10,.500,,,5,5,,,,13,17
65,Don Otten\ottendo01,C,29,FTW,3,,,8,26,.308,,,,8,26,.308,.308,13,16,.813,,,19,8,,,,15,29
66,Andy Phillip*\phillan01,G-F,28,PHW,2,,,6,15,.400,,,,6,15,.400,.400,3,6,.500,,,15,14,,,,9,15
67,Jim Pollard*\pollaji01,SF,28,MNL,7,,,35,108,.324,,,,35,108,.324,.324,25,30,.833,,,62,27,,,,27,95
68,George Ratkovicz\ratkoge01,PF,28,SYR,7,,,28,59,.475,,,,28,59,.475,.475,41,55,.745,,,63,14,,,,33,97
69,Arnie Risen*\risenar01,C,26,ROC,14,,,93,239,.389,,,,93,239,.389,.389,87,135,.644,,,196,33,,,,59,273
70,Tex Ritter\rittete01,G-F,26,NYK,3,,,1,5,.200,,,,1,5,.200,.200,1,1,1.000,,,2,0,,,,5,3
71,Pep Saul\saulpe01,SG,26,ROC,9,,,4,12,.333,,,,4,12,.333,.333,1,2,.500,,,3,6,,,,2,9
72,Fred Schaus\schaufr01,F,25,FTW,3,,,17,44,.386,,,,17,44,.386,.386,9,11,.818,,,16,10,,,,10,43
