Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Elgin Baylor*\bayloel01,SF,24,MNL,13,,556,122,303,.403,,,,122,303,.403,.403,87,113,.770,,,156,43,,,,52,331
2,Al Bianchi\biancal01,PG,26,SYR,9,,192,34,74,.459,,,,34,74,.459,.459,14,22,.636,,,29,25,,,,41,82
3,Carl Braun\braunca01,PG,31,NYK,2,,62,12,32,.375,,,,12,32,.375,.375,8,9,.889,,,4,10,,,,4,32
4,Pete Brennan\brennpe01,F,22,NYK,2,,6,2,7,.286,,,,2,7,.286,.286,0,1,.000,,,5,0,,,,4,4
5,Gene Conley\conlege01,PF,28,BOS,11,,157,24,66,.364,,,,24,66,.364,.364,6,13,.462,,,75,7,,,,40,54
6,Ed Conlin\conlied01,SG,25,DET,3,,43,4,16,.250,,,,4,16,.250,.250,2,4,.500,,,7,4,,,,5,10
7,Larry Costello\costela01,PG,27,SYR,9,,361,54,121,.446,,,,54,121,.446,.446,51,61,.836,,,53,54,,,,40,159
8,Bob Cousy*\cousybo01,PG,30,BOS,11,,460,72,221,.326,,,,72,221,.326,.326,70,94,.745,,,76,119,,,,28,214
9,George Dempsey\dempsge01,PG,29,SYR,5,,30,3,8,.375,,,,3,8,.375,.375,3,4,.750,,,6,4,,,,8,9
10,Connie Dierking\dierkco01,C,22,SYR,4,,34,2,12,.167,,,,2,12,.167,.167,7,9,.778,,,17,2,,,,5,11
11,Walter Dukes\dukeswa01,C,28,DET,3,,113,15,30,.500,,,,15,30,.500,.500,13,17,.765,,,40,3,,,,15,43
12,Boo Ellis\ellisbo01,PF,22,MNL,13,,255,35,80,.438,,,,35,80,.438,.438,18,31,.581,,,93,16,,,,34,88
13,Dick Farley\farledi01,SG,26,DET,3,,33,5,12,.417,,,,5,12,.417,.417,1,1,1.000,,,6,3,,,,6,11
14,Mike Farmer\farmemi01,SF,22,NYK,2,,34,5,17,.294,,,,5,17,.294,.294,2,5,.400,,,10,0,,,,7,12
15,Ray Felix\felixra01,C,28,NYK,2,,45,12,28,.429,,,,12,28,.429,.429,2,4,.500,,,23,2,,,,12,26
16,Al Ferrari\ferraal01,SG,25,STL,6,,173,14,40,.350,,,,14,40,.350,.350,20,25,.800,,,15,15,,,,25,48
17,Ed Fleming\flemied01,SG,25,MNL,13,,178,27,77,.351,,,,27,77,.351,.351,22,25,.880,,,39,18,,,,32,76
18,Larry Foust\foustla01,C,30,MNL,13,,404,56,134,.418,,,,56,134,.418,.418,41,50,.820,,,136,12,,,,47,153
19,Dick Garmaker\garmadi01,SG,26,MNL,13,,439,70,165,.424,,,,70,165,.424,.424,49,63,.778,,,55,39,,,,44,189
20,Jack George\georgja01,PG,30,NYK,2,,31,4,12,.333,,,,4,12,.333,.333,0,0,,,,4,3,,,,4,8
21,Si Green\greensi01,PG,25,STL,6,,131,12,25,.480,,,,12,25,.480,.480,12,24,.500,,,23,14,,,,20,36
22,Hal Greer*\greerha01,SG,22,SYR,9,,277,39,93,.419,,,,39,93,.419,.419,26,32,.813,,,47,20,,,,35,104
23,Richie Guerin*\gueriri01,SG,26,NYK,2,,77,9,35,.257,,,,9,35,.257,.257,12,14,.857,,,18,15,,,,11,30
24,Cliff Hagan*\hagancl01,SF,27,STL,6,,259,63,123,.512,,,,63,123,.512,.512,45,54,.833,,,72,16,,,,21,171
25,Steve Hamilton\hamilst01,SF,23,MNL,10,,87,12,43,.279,,,,12,43,.279,.279,8,10,.800,,,35,5,,,,14,32
26,Tom Heinsohn*\heinsto01,PF,24,BOS,11,,348,91,220,.414,,,,91,220,.414,.414,37,56,.661,,,98,32,,,,41,219
27,Joe Holup\holupjo01,SF,24,DET,3,,36,3,14,.214,,,,3,14,.214,.214,6,7,.857,,,8,3,,,,7,12
