Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Jim Baechtold\baechji01,SF,25,BLB,2,,86,16,30,.533,,,,16,30,.533,.533,6,11,.545,,,8,11,,,,9,38
2,Leo Barnhorst\barnhle01,SF,28,INO,2,,79,12,33,.364,,,,12,33,.364,.364,6,9,.667,,,22,5,,,,10,30
3,Vince Boryla\borylvi01,SF,25,NYK,11,,397,44,116,.379,,,,44,116,.379,.379,29,34,.853,,,35,20,,,,35,117
4,Don Boven\bovendo01,SF,27,FTW,8,,111,7,28,.250,,,,7,28,.250,.250,9,16,.563,,,16,2,,,,22,23
5,Bob Brannum\brannbo01,PF,27,BOS,6,,83,12,23,.522,,,,12,23,.522,.522,7,11,.636,,,21,10,,,,23,31
6,Carl Braun\braunca01,SG,25,NYK,11,,374,47,145,.324,,,,47,145,.324,.324,54,67,.806,,,44,31,,,,46,148
7,Frankie Brian\brianfr01,SG,29,FTW,8,,146,13,42,.310,,,,13,42,.310,.310,19,25,.760,,,9,11,,,,23,45
8,Dick Bunt\buntdi01,PG,22,BLB,1,,1,0,0,,,,,0,0,,,0,0,,,,0,0,,,,0,0
9,Al Cervi*\cervial01,PG,35,SYR,2,,28,3,5,.600,,,,3,5,.600,.600,12,15,.800,,,0,1,,,,12,18
10,Cal Christensen\chrisca01,SF,25,ROC,2,,13,0,3,.000,,,,0,3,.000,.000,3,4,.750,,,4,1,,,,5,3
11,Nathaniel Clifton*\cliftna01,PF,30,NYK,11,,405,51,129,.395,,,,51,129,.395,.395,30,47,.638,,,140,39,,,,48,132
12,Jack Coleman\colemja01,PF,28,ROC,3,,110,7,24,.292,,,,7,24,.292,.292,8,10,.800,,,40,7,,,,13,22
13,Chuck Cooper*\coopech01,SF,26,BOS,6,,195,19,48,.396,,,,19,48,.396,.396,22,27,.815,,,39,14,,,,27,60
14,Bob Cousy*\cousybo01,PG,24,BOS,6,,270,46,120,.383,,,,46,120,.383,.383,61,73,.836,,,25,37,,,,21,153
15,Bob Davies*\daviebo01,PG,33,ROC,3,,91,6,29,.207,,,,6,29,.207,.207,14,20,.700,,,4,14,,,,11,26
16,Bob Donham\donhabo01,SG,26,BOS,6,,138,11,38,.289,,,,11,38,.289,.289,11,27,.407,,,21,13,,,,24,33
17,Dike Eddleman\eddledi01,SF,30,FTW,7,,63,9,23,.391,,,,9,23,.391,.391,4,15,.267,,,5,2,,,,19,22
18,Jake Fendley\fendlja01,PG,23,FTW,1,,2,0,0,,,,,0,0,,,0,0,,,,1,0,,,,1,0
19,Jerry Fleishman\fleisje01,G-F,30,NYK,2,,26,2,3,.667,,,,2,3,.667,.667,6,13,.462,,,5,7,,,,7,10
20,Larry Foust\foustla01,C,24,FTW,8,,332,48,121,.397,,,,48,121,.397,.397,57,68,.838,,,111,6,,,,34,153
21,Bill Gabor\gaborbi01,SG,30,SYR,2,,28,5,12,.417,,,,5,12,.417,.417,8,13,.615,,,3,2,,,,12,18
22,Harry Gallatin*\gallaha01,PF,25,NYK,11,,303,36,86,.419,,,,36,86,.419,.419,44,59,.746,,,120,15,,,,29,116
