Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Zaid Abdul-Aziz\abdulza01,PF,23,MIL,7,,82,11,19,.579,,,,11,19,.579,.579,8,10,.800,,,26,4,,,,5,30
2,Kareem Abdul-Jabbar*\abdulka01,C,22,MIL,10,,435,139,245,.567,,,,139,245,.567,.567,74,101,.733,,,168,41,,,,25,352
3,Dick Barnett\barnedi01,SG,33,NYK,19,,714,131,280,.468,,,,131,280,.468,.468,59,76,.776,,,39,64,,,,64,321
4,Elgin Baylor*\bayloel01,SF,35,LAL,18,,667,138,296,.466,,,,138,296,.466,.466,60,81,.741,,,173,83,,,,50,336
5,Butch Beard\beardbu01,PG,22,ATL,9,,146,31,65,.477,,,,31,65,.477,.477,19,26,.731,,,26,8,,,,19,81
6,Walt Bellamy*\bellawa01,C,30,ATL,9,,368,59,126,.468,,,,59,126,.468,.468,33,46,.717,,,140,35,,,,32,151
7,Tom Boerwinkle\boerwto01,C,24,CHI,5,,177,40,79,.506,,,,40,79,.506,.506,8,13,.615,,,72,16,,,,19,88
8,Nate Bowman\bowmana01,C,26,NYK,18,,128,18,47,.383,,,,18,47,.383,.383,7,10,.700,,,44,6,,,,34,43
9,Bill Bradley*\bradlbi01,SF,26,NYK,19,,616,100,233,.429,,,,100,233,.429,.429,35,43,.814,,,72,60,,,,59,235
10,Bill Bridges\bridgbi01,PF,30,ATL,9,,381,44,110,.400,,,,44,110,.400,.400,16,27,.593,,,154,29,,,,37,104
11,Joe Caldwell\caldwjo01,SG,28,ATL,9,,393,93,198,.470,,,,93,198,.470,.470,39,60,.650,,,45,38,,,,34,225
12,Fred Carter\cartefr01,SG,24,BAL,7,,253,41,107,.383,,,,41,107,.383,.383,17,28,.607,,,31,24,,,,27,99
13,Wilt Chamberlain*\chambwi01,C,33,LAL,18,,851,158,288,.549,,,,158,288,.549,.549,82,202,.406,,,399,81,,,,42,398
14,Jerry Chambers\chambje01,SF,26,PHO,7,,73,14,37,.378,,,,14,37,.378,.378,5,8,.625,,,17,7,,,,6,33
15,Len Chappell\chapple01,SF,29,MIL,9,,133,28,50,.560,,,,28,50,.560,.560,13,19,.684,,,26,5,,,,10,69
16,Archie Clark\clarkar01,PG,28,PHI,5,,146,26,60,.433,,,,26,60,.433,.433,16,22,.727,,,14,18,,,,10,68
17,Mel Counts\countme01,C,28,LAL,14,,212,37,88,.420,,,,37,88,.420,.420,11,13,.846,,,74,16,,,,48,85
18,Freddie Crawford\crawffr01,SG,28,MIL,10,,208,34,88,.386,,,,34,88,.386,.386,20,24,.833,,,35,37,,,,27,88
19,Billy Cunningham*\cunnibi01,SF,26,PHI,5,,205,61,123,.496,,,,61,123,.496,.496,24,36,.667,,,52,20,,,,19,146
20,Dick Cunningham\cunnidi01,C,23,MIL,8,,45,10,18,.556,,,,10,18,.556,.556,1,2,.500,,,12,2,,,,6,21
21,Bob Dandridge\dandrbo01,SF,22,MIL,10,,399,72,142,.507,,,,72,142,.507,.507,19,29,.655,,,87,57,,,,39,163
22,Jim Davis\davisji01,C,28,ATL,9,,117,14,37,.378,,,,14,37,.378,.378,10,17,.588,,,30,6,,,,24,38
23,Dave DeBusschere*\debusda01,PF,29,NYK,19,,701,130,309,.421,,,,130,309,.421,.421,45,68,.662,,,220,46,,,,63,305
24,Johnny Egan\eganjo01,PG,31,LAL,16,,162,23,43,.535,,,,23,43,.535,.535,10,11,.909,,,5,22,,,,20,56
25,Leroy Ellis\ellisle01,C,29,BAL,3,,8,0,4,.000,,,,0,4,.000,.000,2,2,1.000,,,3,0,,,,0,2
26,Keith Erickson\erickke01,SF,25,LAL,17,,553,71,153,.464,,,,71,153,.464,.464,27,35,.771,,,77,74,,,,44,169
27,Jim Fox\foxji01,C,26,PHO,6,,174,25,69,.362,,,,25,69,.362,.362,17,24,.708,,,64,8,,,,20,67
28,Walt Frazier*\fraziwa01,PG,24,NYK,19,,834,118,247,.478,,,,118,247,.478,.478,68,89,.764,,,149,156,,,,53,304
29,Dick Garrett\garredi01,SG,23,LAL,18,,595,101,198,.510,,,,101,198,.510,.510,28,32,.875,,,52,39,,,,68,230
30,Gail Goodrich*\goodrga01,PG,26,PHO,7,,265,56,118,.475,,,,56,118,.475,.475,30,35,.857,,,32,38,,,,21,142
31,Bob Greacen\greacbo01,SF,22,MIL,1,,8,1,4,.250,,,,1,4,.250,.250,0,1,.000,,,2,3,,,,0,2
32,Lamar Green\greenla01,PF,22,PHO,6,,69,8,28,.286,,,,8,28,.286,.286,2,5,.400,,,23,5,,,,8,18
33,Hal Greer*\greerha01,SG,33,PHI,5,,178,33,74,.446,,,,33,74,.446,.446,11,13,.846,,,17,27,,,,16,77
34,Gary Gregor\gregoga01,SF,24,ATL,7,,67,6,21,.286,,,,6,21,.286,.286,4,6,.667,,,17,2,,,,14,16
35,Richie Guerin*\gueriri01,SG,37,ATL,2,,56,13,21,.619,,,,13,21,.619,.619,7,7,1.000,,,8,4,,,,6,33
36,Matt Guokas\guokama02,SG,25,PHI,2,,23,6,8,.750,,,,6,8,.750,.750,1,1,1.000,,,3,1,,,,1,13
37,Happy Hairston\hairsha01,PF,27,LAL,16,,296,47,108,.435,,,,47,108,.435,.435,24,35,.686,,,76,20,,,,31,118
38,Shaler Halimon\halimsh01,SG,24,CHI,5,,106,21,61,.344,,,,21,61,.344,.344,2,3,.667,,,20,18,,,,13,44
39,Art Harris\harriar01,SG,23,PHO,7,,89,15,42,.357,,,,15,42,.357,.357,0,2,.000,,,13,12,,,,13,30
40,Clem Haskins\haskicl01,SG,26,CHI,5,,154,32,68,.471,,,,32,68,.471,.471,17,19,.895,,,16,25,,,,13,81
41,Connie Hawkins*\hawkico01,SF,27,PHO,7,,328,62,150,.413,,,,62,150,.413,.413,54,66,.818,,,97,41,,,,22,178
42,Walt Hazzard\abdulma01,PG,27,ATL,7,,255,65,130,.500,,,,65,130,.500,.500,20,32,.625,,,24,54,,,,23,150
43,Brian Heaney\heanebr01,G,23,BAL,6,,7,0,2,.000,,,,0,2,.000,.000,0,0,,,,1,1,,,,0,0
44,Fred Hetzel\hetzefr01,SF,27,PHI,5,,75,13,25,.520,,,,13,25,.520,.520,9,11,.818,,,18,3,,,,10,35
45,Bill Hosket\hoskebi01,PF,23,NYK,5,,29,4,10,.400,,,,4,10,.400,.400,3,4,.750,,,5,2,,,,6,11
