Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Ray Allen\allenra02,SG,37,MIA,23,0,573,74,172,.430,39,96,.406,35,76,.461,.544,47,54,.870,13,51,64,29,12,3,27,42,234
2,Tony Allen\allento01,SG,31,MEM,15,15,422,54,125,.432,2,8,.250,52,117,.444,.440,44,58,.759,37,54,91,27,30,5,19,48,154
3,Chris Andersen\anderch01,C,34,MIA,20,0,303,46,57,.807,0,0,,46,57,.807,.807,36,49,.735,32,44,76,3,9,22,11,53,128
4,James Anderson\anderja01,SG,23,HOU,2,0,18,1,5,.200,0,3,.000,1,2,.500,.200,0,0,,1,3,4,0,0,0,0,2,2
5,Carmelo Anthony\anthoca01,PF,28,NYK,12,12,481,126,310,.406,17,57,.298,109,253,.431,.434,77,87,.885,11,68,79,19,13,2,31,46,346
6,Joel Anthony\anthojo01,C,30,MIA,14,0,71,3,10,.300,0,0,,3,10,.300,.300,0,0,,10,11,21,0,2,4,3,13,6
7,Darrell Arthur\arthuda01,PF,24,MEM,15,0,175,25,53,.472,0,2,.000,25,51,.490,.472,8,9,.889,14,24,38,6,2,4,7,36,58
8,Omer Asik\asikom01,C,26,HOU,6,6,208,22,39,.564,0,0,,22,39,.564,.564,30,47,.638,21,46,67,3,3,10,12,22,74
9,D.J. Augustin\augusdj01,PG,25,IND,19,1,316,27,71,.380,19,48,.396,8,23,.348,.514,25,31,.806,2,13,15,13,7,0,10,26,98
10,Gustavo Ayon\ayongu01,C,27,MIL,3,0,7,2,4,.500,0,0,,2,4,.500,.500,0,0,,0,0,0,0,0,0,0,0,4
11,Jeff Ayres\pendeje02,PF,25,IND,9,0,71,8,24,.333,0,1,.000,8,23,.348,.333,0,0,,4,14,18,1,0,2,3,14,16
12,Harrison Barnes\barneha02,SF,20,GSW,12,12,461,72,162,.444,19,52,.365,53,110,.482,.503,30,35,.857,18,59,77,15,7,5,16,33,193
13,Matt Barnes\barnema02,SF,32,LAC,6,0,162,24,44,.545,7,17,.412,17,27,.630,.625,16,19,.842,7,23,30,3,4,2,5,23,71
14,Brandon Bass\bassbr01,PF,27,BOS,6,5,204,14,29,.483,0,0,,14,29,.483,.483,12,15,.800,8,32,40,7,2,1,5,17,40
15,Shane Battier\battish01,SF,34,MIA,22,0,392,27,93,.290,26,88,.295,1,5,.200,.430,23,28,.821,9,29,38,12,5,6,5,49,103
16,Jerryd Bayless\bayleje01,PG,24,MEM,15,0,320,49,137,.358,18,59,.305,31,78,.397,.423,23,26,.885,1,29,30,32,7,5,16,35,139
17,Aron Baynes\baynear01,C,26,SAS,4,1,23,4,7,.571,0,0,,4,7,.571,.571,0,0,,2,3,5,0,0,0,1,4,8
18,Kent Bazemore\bazemke01,SG,23,GSW,9,0,16,1,8,.125,0,1,.000,1,7,.143,.125,0,4,.000,1,4,5,2,1,0,2,3,2
19,Marco Belinelli\belinma01,SG,26,CHI,12,7,325,44,107,.411,16,47,.340,28,60,.467,.486,29,33,.879,0,35,35,31,5,0,15,26,133
20,Patrick Beverley\beverpa01,PG,24,HOU,6,5,200,28,65,.431,8,24,.333,20,41,.488,.492,7,7,1.000,11,22,33,17,7,4,6,24,71
21,Andris Biedrins\biedran01,C,26,GSW,3,0,17,0,0,,0,0,,0,0,,,0,0,,2,5,7,1,0,2,1,6,0
22,Chauncey Billups\billuch01,SG,36,LAC,6,6,115,11,36,.306,6,17,.353,5,19,.263,.389,9,11,.818,2,10,12,6,1,1,8,10,37
23,DeJuan Blair\blairde01,PF,23,SAS,12,0,76,21,34,.618,0,0,,21,34,.618,.618,5,9,.556,6,18,24,7,5,1,1,14,47
