Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Michael Adams\adamsmi01,PG,27,DEN,3,3,105,13,34,.382,6,20,.300,7,14,.500,.471,7,8,.875,0,6,6,18,4,0,8,10,39
2,Mark Aguirre\aguirma01,SF,30,DET,20,3,439,86,184,.467,8,24,.333,78,160,.488,.489,39,52,.750,31,60,91,27,10,3,30,51,219
3,Steve Alford\alforst01,PG,25,DAL,3,0,42,8,18,.444,2,6,.333,6,12,.500,.500,5,5,1.000,1,2,3,8,1,0,3,4,23
4,Greg Anderson\andergr01,PF,25,MIL,4,0,101,13,19,.684,0,0,,13,19,.684,.684,7,14,.500,6,18,24,0,1,4,4,19,33
5,Ron Anderson\anderro01,SF,31,PHI,10,0,256,40,93,.430,3,5,.600,37,88,.420,.446,29,30,.967,6,31,37,14,4,0,15,22,112
6,Willie Anderson\anderwi01,SG,23,SAS,10,10,375,87,168,.518,2,5,.400,85,163,.521,.524,29,36,.806,16,38,54,52,9,4,26,40,205
7,B.J. Armstrong\armstbj01,PG,22,CHI,16,0,217,21,62,.339,0,4,.000,21,58,.362,.339,22,24,.917,3,17,20,29,10,0,12,22,64
8,John Bagley\baglejo01,PG,29,BOS,5,0,70,8,15,.533,0,1,.000,8,14,.571,.533,3,4,.750,3,1,4,17,4,1,9,9,19
9,Thurl Bailey\baileth01,SF,28,UTA,5,5,190,43,88,.489,0,0,,43,88,.489,.489,19,24,.792,8,24,32,7,5,6,5,19,105
10,Charles Barkley*\barklch01,SF,26,PHI,10,10,419,88,162,.543,6,18,.333,82,144,.569,.562,65,108,.602,66,89,155,43,8,7,30,36,247
11,Kenny Battle\battlke01,SG,25,PHO,8,0,34,4,13,.308,0,0,,4,13,.308,.308,1,1,1.000,1,4,5,0,0,0,2,5,9
12,William Bedford\bedfowi01,C,26,DET,5,0,19,1,6,.167,0,0,,1,6,.167,.167,2,2,1.000,0,2,2,0,0,1,0,4,4
13,Winston Bennett\bennewi01,SF,24,CLE,5,5,135,23,47,.489,0,0,,23,47,.489,.489,4,6,.667,14,7,21,5,3,1,4,11,50
14,Larry Bird*\birdla01,SF,33,BOS,5,5,207,44,99,.444,5,19,.263,39,80,.488,.470,29,32,.906,7,39,46,44,5,5,18,10,122
15,Uwe Blab\blabuw01,C,27,SAS,2,0,5,0,1,.000,0,0,,0,1,.000,.000,3,6,.500,0,2,2,0,0,0,0,0,3
16,Rolando Blackman\blackro01,SG,30,DAL,3,3,127,24,54,.444,2,5,.400,22,49,.449,.463,10,10,1.000,2,7,9,13,6,2,13,7,60
17,Anthony Bowie\bowiean01,SG,26,HOU,2,0,4,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,1,0
18,Frank Brickowski\brickfr01,C,30,SAS,10,0,161,31,54,.574,0,0,,31,54,.574,.574,17,26,.654,16,28,44,11,8,1,15,31,79
19,Scott Brooks\brooksc01,PG,24,PHI,9,0,99,6,19,.316,3,7,.429,3,12,.250,.395,6,9,.667,2,6,8,16,3,0,7,13,21
20,Mike Brown\brownmi01,C,26,UTA,5,0,67,7,15,.467,0,0,,7,15,.467,.467,4,5,.800,5,5,10,3,1,1,5,11,18
21,Raymond Brown\brownra01,PF,24,UTA,3,0,6,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,2,0
22,Tony Brown\brownto01,SF,29,MIL,2,0,13,1,3,.333,1,1,1.000,0,2,.000,.500,0,0,,0,0,0,0,2,0,0,3,3
23,Mark Bryant\bryanma01,PF,24,POR,13,0,160,18,33,.545,0,0,,18,33,.545,.545,6,8,.750,9,20,29,3,3,2,12,27,42
24,Adrian Caldwell\caldwad01,PF,23,HOU,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
25,Joe Barry Carroll\carrojo01,C,31,DEN,3,3,46,9,16,.563,0,0,,9,16,.563,.563,2,2,1.000,1,8,9,3,1,5,1,6,20
26,Bill Cartwright\cartwbi01,C,32,CHI,16,16,462,50,121,.413,0,0,,50,121,.413,.413,29,43,.674,25,50,75,16,5,4,25,52,129
27,Tom Chambers\chambto01,PF,30,PHO,16,16,612,117,275,.425,5,19,.263,112,256,.438,.435,116,132,.879,20,87,107,31,7,7,49,54,355
28,Maurice Cheeks\cheekma01,PG,33,NYK,10,10,388,50,104,.481,0,4,.000,50,100,.500,.481,28,31,.903,12,27,39,85,17,2,19,21,128
29,Derrick Chievous\chievde01,SF,22,CLE,3,0,28,6,10,.600,0,0,,6,10,.600,.600,7,9,.778,2,1,3,2,1,0,3,2,19
30,Michael Cooper\coopemi01,SG,33,LAL,9,0,173,10,35,.286,3,12,.250,7,23,.304,.329,0,0,,11,13,24,25,7,4,7,21,23
31,Wayne Cooper\coopewa01,C,33,POR,18,0,248,19,47,.404,0,0,,19,47,.404,.404,10,19,.526,25,46,71,5,5,29,5,40,48
32,Lanard Copeland\copella01,SG,24,PHI,4,0,9,2,6,.333,0,0,,2,6,.333,.333,0,0,,0,1,1,0,0,0,1,1,4
33,Terry Cummings\cummite01,PF,28,SAS,10,10,375,103,195,.528,1,5,.200,102,190,.537,.531,42,52,.808,31,63,94,22,7,4,19,39,249
