Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Paul Arizin*\arizipa01,SF,28,PHW,2,,22,3,8,.375,,,,3,8,.375,.375,3,5,.600,,,8,1,,,,3,9
2,Ernie Beck\becker01,SG,25,PHW,2,,89,14,38,.368,,,,14,38,.368,.368,3,3,1.000,,,10,5,,,,4,31
3,Irv Bemoras\bemorir01,SF,26,STL,3,,20,3,8,.375,,,,3,8,.375,.375,3,3,1.000,,,6,1,,,,4,9
4,Al Bianchi\biancal01,PG,24,SYR,5,,97,12,38,.316,,,,12,38,.316,.316,8,12,.667,,,15,8,,,,16,32
5,Jack Coleman\colemja01,PF,32,STL,10,,313,36,113,.319,,,,36,113,.319,.319,20,34,.588,,,88,33,,,,32,92
6,Ed Conlin\conlied01,SG,23,SYR,5,,164,28,71,.394,,,,28,71,.394,.394,21,27,.778,,,17,15,,,,11,77
7,Larry Costello\costela01,PG,25,PHW,2,,16,3,8,.375,,,,3,8,.375,.375,0,1,.000,,,5,2,,,,3,6
8,Bob Cousy*\cousybo01,PG,28,BOS,10,,440,67,207,.324,,,,67,207,.324,.324,68,91,.747,,,61,93,,,,27,202
9,Walt Davis\daviswa01,PF,26,PHW,2,,37,4,13,.308,,,,4,13,.308,.308,4,4,1.000,,,14,1,,,,8,12
10,George Dempsey\dempsge01,PG,27,PHW,2,,74,9,21,.429,,,,9,21,.429,.429,7,16,.438,,,15,12,,,,5,25
11,Corky Devlin\devlico01,SG,25,FTW,1,,25,6,8,.750,,,,6,8,.750,.750,1,1,1.000,,,5,5,,,,5,13
12,Walter Dukes\dukeswa01,C,26,MNL,5,,177,24,57,.421,,,,24,57,.421,.421,20,27,.741,,,74,5,,,,26,68
13,Larry Foust\foustla01,C,28,FTW,2,,64,13,23,.565,,,,13,23,.565,.565,19,23,.826,,,25,6,,,,10,45
14,Dick Garmaker\garmadi01,SG,24,MNL,5,,187,19,69,.275,,,,19,69,.275,.275,27,32,.844,,,35,17,,,,19,65
15,Jack George\georgja01,SG,28,PHW,2,,63,7,15,.467,,,,7,15,.467,.467,4,6,.667,,,7,6,,,,5,18
16,Joe Graboski\grabojo01,PF,27,PHW,2,,91,13,40,.325,,,,13,40,.325,.325,9,11,.818,,,22,4,,,,7,35
17,Cliff Hagan*\hagancl01,SF,25,STL,10,,319,62,143,.434,,,,62,143,.434,.434,46,63,.730,,,112,28,,,,47,170
18,Alex Hannum*\hannual01,PF,33,STL,2,,6,0,2,.000,,,,0,2,.000,.000,0,0,,,,0,0,,,,2,0
19,Bob Harrison\harribo02,SG,29,SYR,5,,133,12,45,.267,,,,12,45,.267,.267,8,9,.889,,,13,15,,,,21,32
20,Tom Heinsohn*\heinsto01,PF,22,BOS,10,,370,90,231,.390,,,,90,231,.390,.390,49,69,.710,,,117,20,,,,40,229
21,Dick Hemric\hemridi01,PF,23,BOS,2,,19,1,7,.143,,,,1,7,.143,.143,0,0,,,,9,1,,,,1,2
22,Lew Hitch\hitchle01,PF,27,PHW,2,,3,0,1,.000,,,,0,1,.000,.000,2,2,1.000,,,2,0,,,,0,2
23,Joe Holup\holupjo01,SF,22,SYR,5,,88,6,28,.214,,,,6,28,.214,.214,8,12,.667,,,20,1,,,,3,20
24,Bob Hopkins\hopkibo01,C,22,SYR,5,,73,9,25,.360,,,,9,25,.360,.360,10,15,.667,,,19,2,,,,4,28
25,Bob Houbregs*\houbrbo01,C,24,FTW,2,,38,7,17,.412,,,,7,17,.412,.412,8,11,.727,,,6,3,,,,3,22
26,Mel Hutchins\hutchme01,PF,28,FTW,2,,68,9,30,.300,,,,9,30,.300,.300,5,7,.714,,,23,10,,,,8,23
27,Neil Johnston*\johnsne01,C,27,PHW,2,,84,17,53,.321,,,,17,53,.321,.321,4,6,.667,,,35,9,,,,9,38
28,Ed Kalafat\kalafed01,SF,24,MNL,5,,104,21,36,.583,,,,21,36,.583,.583,21,31,.677,,,24,9,,,,20,63
29,Billy Kenville\kenvibi01,SG,26,FTW,2,,30,2,13,.154,,,,2,13,.154,.154,0,1,.000,,,1,5,,,,1,4
30,Red Kerr\kerrre01,C,24,SYR,5,,162,28,65,.431,,,,28,65,.431,.431,20,29,.690,,,69,6,,,,7,76
31,Slick Leonard*\leonasl01,PG,24,MNL,5,,204,42,100,.420,,,,42,100,.420,.420,23,26,.885,,,30,38,,,,15,107
32,Earl Lloyd*\lloydea01,SF,28,SYR,5,,83,12,30,.400,,,,12,30,.400,.400,7,11,.636,,,21,5,,,,18,31
33,Jim Loscutoff\loscuji01,SF,26,BOS,10,,259,31,109,.284,,,,31,109,.284,.284,18,28,.643,,,83,5,,,,46,80
34,Clyde Lovellette*\lovelcl01,C,27,MNL,5,,181,51,118,.432,,,,51,118,.432,.432,19,26,.731,,,47,11,,,,21,121
35,Ed Macauley*\macaued01,PF,28,STL,10,,297,44,109,.404,,,,44,109,.404,.404,54,74,.730,,,62,22,,,,39,142
36,Slater Martin*\martisl01,PG,31,STL,10,,439,55,155,.355,,,,55,155,.355,.355,56,74,.757,,,42,49,,,,39,166
37,Jack McMahon\mcmahja01,SG,28,STL,10,,375,52,137,.380,,,,52,137,.380,.380,20,36,.556,,,38,57,,,,48,124
38,Chuck Mencel\mencech01,PG,23,MNL,5,,98,9,36,.250,,,,9,36,.250,.250,7,9,.778,,,13,6,,,,7,25
39,Vern Mikkelsen*\mikkeve01,PF,28,MNL,5,,162,33,83,.398,,,,33,83,.398,.398,22,34,.647,,,43,17,,,,29,88
40,Jackie Moore\mooreja01,SF,24,PHW,1,,1,0,0,,,,,0,0,,,0,0,,,,0,0,,,,0,0
41,Jack Nichols\nichoja01,PF,30,BOS,10,,117,16,40,.400,,,,16,40,.400,.400,3,5,.600,,,17,7,,,,23,35
42,Chuck Noble\noblech01,SG,25,FTW,2,,45,10,26,.385,,,,10,26,.385,.385,1,2,.500,,,3,4,,,,5,21
43,Togo Palazzi\palazto01,SF,24,SYR,5,,87,19,49,.388,,,,19,49,.388,.388,7,9,.778,,,18,5,,,,11,45
44,Med Park\parkme01,SG,23,STL,10,,183,14,49,.286,,,,14,49,.286,.286,16,22,.727,,,33,12,,,,18,44
45,Jim Paxson\paxsoji01,SF,24,MNL,5,,54,9,27,.333,,,,9,27,.333,.333,7,14,.500,,,14,3,,,,4,25
46,Bob Pettit*\pettibo01,C,24,STL,10,,430,98,237,.414,,,,98,237,.414,.414,102,133,.767,,,168,25,,,,33,298
47,Andy Phillip*\phillan01,PG,34,BOS,10,,128,8,22,.364,,,,8,22,.364,.364,6,15,.400,,,20,17,,,,18,22
48,Frank Ramsey*\ramsefr01,SG,25,BOS,10,,229,38,82,.463,,,,38,82,.463,.463,46,59,.780,,,43,17,,,,36,122
49,Arnie Risen*\risenar01,C,32,BOS,10,,152,28,63,.444,,,,28,63,.444,.444,19,29,.655,,,58,8,,,,48,75
50,Red Rocha\rochare01,C,33,FTW,2,,18,0,5,.000,,,,0,5,.000,.000,4,6,.667,,,6,0,,,,4,4
51,Bill Russell*\russebi01,C,22,BOS,10,,409,54,148,.365,,,,54,148,.365,.365,31,61,.508,,,244,32,,,,41,139
52,Dolph Schayes*\schaydo01,PF,28,SYR,5,,215,29,95,.305,,,,29,95,.305,.305,49,55,.891,,,90,14,,,,18,107
53,Dick Schnittker\schnidi01,SF,28,MNL,5,,83,6,21,.286,,,,6,21,.286,.286,15,17,.882,,,12,8,,,,6,27
54,Paul Seymour\seymopa01,PG,29,SYR,5,,98,8,37,.216,,,,8,37,.216,.216,5,6,.833,,,10,8,,,,11,21
55,Chuck Share\sharech01,C,29,STL,10,,168,31,72,.431,,,,31,72,.431,.431,30,50,.600,,,63,6,,,,39,92
56,Bill Sharman*\sharmbi01,SG,30,BOS,10,,377,75,197,.381,,,,75,197,.381,.381,61,64,.953,,,35,29,,,,23,211
57,Gene Shue\shuege01,PG,25,FTW,2,,79,14,27,.519,,,,14,27,.519,.519,4,4,1.000,,,7,8,,,,3,32
58,Bill Thieben\thiebbi01,PF,21,FTW,2,,28,6,7,.857,,,,6,7,.857,.857,2,6,.333,,,6,3,,,,5,14
59,George Yardley*\yardlge01,SF,28,FTW,2,,85,24,53,.453,,,,24,53,.453,.453,9,11,.818,,,19,8,,,,7,57
