Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Derek Anderson\anderde01,SF,23,CLE,4,0,103,10,22,.455,0,0,,10,22,.455,.455,23,26,.885,0,9,9,11,5,1,12,10,43
2,Greg Anderson\andergr01,C,33,ATL,1,0,4,0,0,,0,0,,0,0,,,0,2,.000,0,2,2,0,0,1,1,1,0
3,Shandon Anderson\andersh01,SG,24,UTA,20,0,378,53,103,.515,3,11,.273,50,92,.543,.529,25,37,.676,26,37,63,19,5,1,30,30,134
4,Greg Anthony\anthogr01,PG,30,SEA,9,0,118,12,40,.300,5,19,.263,7,21,.333,.363,3,8,.375,3,7,10,10,5,1,11,17,32
5,B.J. Armstrong\armstbj01,PG,30,CHH,9,0,146,16,42,.381,2,5,.400,14,37,.378,.405,3,4,.750,2,8,10,18,6,0,6,11,37
6,Keith Askins\askinke01,SF,30,MIA,4,0,58,2,7,.286,1,5,.200,1,2,.500,.357,0,0,,1,6,7,1,2,0,1,9,5
7,Stacey Augmon\augmost01,SG,29,POR,4,0,28,2,4,.500,0,0,,2,4,.500,.500,1,2,.500,1,2,3,1,2,1,2,2,5
8,Vin Baker\bakervi01,C,26,SEA,10,10,371,71,134,.530,0,0,,71,134,.530,.530,16,38,.421,41,53,94,18,18,15,22,38,158
9,Charles Barkley*\barklch01,PF,34,HOU,4,0,87,12,23,.522,0,2,.000,12,21,.571,.522,12,21,.571,5,16,21,4,5,0,6,12,36
10,Drew Barry\barrydr01,PG,24,ATL,2,0,5,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,1,1,0,0,0,0,0,0
11,Jon Barry\barryjo01,SG,28,LAL,7,0,18,0,8,.000,0,5,.000,0,3,.000,.000,0,0,,0,2,2,0,1,0,0,1,0
12,Corey Beck\beckco01,PG,26,CHH,6,0,26,6,12,.500,1,2,.500,5,10,.500,.542,2,2,1.000,1,0,1,0,4,0,3,4,15
13,Mario Bennett\bennema01,PF,24,LAL,4,0,10,1,2,.500,0,0,,1,2,.500,.500,2,2,1.000,2,4,6,0,0,1,0,2,4
14,Travis Best\besttr01,PG,25,IND,16,0,280,27,72,.375,5,18,.278,22,54,.407,.410,38,43,.884,1,15,16,31,11,3,19,36,97
15,Mookie Blaylock\blaylmo01,PG,30,ATL,4,4,153,22,53,.415,8,27,.296,14,26,.538,.491,7,12,.583,6,14,20,33,9,1,9,8,59
16,Corie Blount\blounco01,PF,29,LAL,12,0,209,12,24,.500,0,0,,12,24,.500,.500,7,11,.636,24,40,64,7,6,4,3,27,31
17,Anthony Bowie\bowiean01,SG,34,NYK,7,0,23,2,4,.500,0,0,,2,4,.500,.500,0,0,,0,0,0,1,1,0,1,4,4
18,Scott Brooks\brooksc01,PG,32,CLE,1,0,8,0,1,.000,0,0,,0,1,.000,.000,2,2,1.000,0,0,0,2,0,0,0,1,2
19,Chucky Brown\brownch01,SF,29,ATL,4,0,50,7,15,.467,1,2,.500,6,13,.462,.500,1,2,.500,1,5,6,4,0,0,2,5,16
20,Mike Brown\brownmi01,C-F,34,PHO,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
