Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Kareem Abdul-Jabbar*\abdulka01,C,38,LAL,14,14,489,157,282,.557,0,0,,157,282,.557,.557,48,61,.787,26,57,83,49,15,24,42,54,362
2,Mark Aguirre\aguirma01,SF,26,DAL,10,10,345,105,214,.491,2,6,.333,103,208,.495,.495,35,55,.636,21,50,71,54,9,0,23,28,247
3,Danny Ainge\aingeda01,SG,26,BOS,18,18,652,107,193,.554,14,34,.412,93,159,.585,.591,52,60,.867,22,54,76,93,41,1,31,57,280
4,Thurl Bailey\baileth01,PF,24,UTA,4,4,147,28,77,.364,0,1,.000,28,76,.368,.364,8,11,.727,11,21,32,13,2,2,5,13,64
5,Gene Banks\banksge01,SF,26,CHI,3,0,69,10,18,.556,0,2,.000,10,16,.625,.556,2,4,.500,4,6,10,5,1,0,4,10,22
6,Charles Barkley*\barklch01,PF,22,PHI,12,12,497,104,180,.578,1,15,.067,103,165,.624,.581,91,131,.695,60,129,189,67,27,15,65,52,300
7,John Battle\battljo01,SG,23,ATL,6,0,27,4,11,.364,0,1,.000,4,10,.400,.364,3,4,.750,0,4,4,2,2,0,3,5,11
8,Kent Benson\bensoke01,C,31,DET,4,0,55,4,10,.400,0,0,,4,10,.400,.400,0,0,,3,10,13,0,0,2,1,11,8
9,Larry Bird*\birdla01,SF,29,BOS,18,18,770,171,331,.517,23,56,.411,148,275,.538,.551,101,109,.927,34,134,168,148,37,11,47,55,466
10,Otis Birdsong\birdsot01,SG,30,NJN,3,3,132,29,55,.527,0,3,.000,29,52,.558,.527,11,19,.579,5,7,12,10,6,3,9,14,69
11,Uwe Blab\blabuw01,C,23,DAL,1,0,6,2,3,.667,0,0,,2,3,.667,.667,0,0,,0,1,1,0,0,0,0,1,4
12,Rolando Blackman\blackro01,SG,26,DAL,10,10,371,83,167,.497,0,1,.000,83,166,.500,.497,42,53,.792,15,20,35,32,8,1,20,26,208
13,Manute Bol\bolma01,C,23,WSB,5,5,152,10,17,.588,0,0,,10,17,.588,.588,3,8,.375,16,22,38,1,3,29,4,15,23
14,Dudley Bradley\bradldu01,SG,28,WSB,5,0,82,12,29,.414,3,10,.300,9,19,.474,.466,6,9,.667,2,3,5,7,5,0,7,14,33
15,Mike Bratz\bratzmi01,PG,30,SAC,3,0,15,3,6,.500,0,0,,3,6,.500,.500,1,1,1.000,2,2,4,1,0,0,2,0,7
16,Randy Breuer\breuera01,C,25,MIL,14,14,318,46,86,.535,0,0,,46,86,.535,.535,26,38,.684,20,40,60,11,11,18,13,38,118
17,Mike Brittain\brittmi01,C,22,SAS,1,0,2,1,2,.500,0,0,,1,2,.500,.500,0,0,,1,0,1,0,0,1,0,0,2
18,Tony Campbell\campbto01,SF,23,DET,2,0,16,4,10,.400,0,0,,4,10,.400,.400,1,2,.500,0,2,2,0,0,0,1,5,9
19,Rick Carlisle\carliri01,SG,26,BOS,10,0,54,8,15,.533,0,0,,8,15,.533,.533,3,4,.750,3,2,5,8,2,0,3,9,19
20,Kenny Carr\carrke01,PF,30,POR,4,4,143,24,42,.571,0,1,.000,24,41,.585,.571,11,15,.733,9,44,53,7,5,1,8,18,59
21,Terry Catledge\catlete01,PF,22,PHI,11,10,293,46,117,.393,0,0,,46,117,.393,.393,22,38,.579,37,38,75,5,6,8,14,34,114
22,Lorenzo Charles\charllo01,SF,22,ATL,4,0,15,3,4,.750,0,0,,3,4,.750,.750,1,1,1.000,0,2,2,2,0,0,0,1,7
23,Maurice Cheeks\cheekma01,PG,29,PHI,12,12,519,94,182,.516,0,7,.000,94,175,.537,.516,62,73,.849,13,43,56,85,13,3,32,18,250
24,Steve Colter\coltest01,PG,23,POR,4,4,104,12,26,.462,0,1,.000,12,25,.480,.462,2,2,1.000,3,12,15,23,5,1,6,13,26
25,Darwin Cook\cookda01,PG,27,NJN,3,0,77,13,29,.448,0,4,.000,13,25,.520,.448,2,6,.333,3,4,7,17,5,2,6,11,28
26,Jeff Cook\cookje01,PF,29,UTA,4,0,21,1,4,.250,0,0,,1,4,.250,.250,3,4,.750,1,4,5,2,0,0,0,4,5
27,Michael Cooper\coopemi01,SG,29,LAL,14,0,421,54,115,.470,19,41,.463,35,74,.473,.552,9,11,.818,16,30,46,68,18,4,21,24,136
28,Wayne Cooper\coopewa01,C,29,DEN,8,4,154,24,56,.429,0,1,.000,24,55,.436,.429,15,22,.682,11,29,40,7,2,5,11,31,63
29,Tyrone Corbin\corbity01,SF,23,SAS,1,0,14,0,4,.000,0,0,,0,4,.000,.000,0,0,,0,1,1,1,0,0,0,0,0
30,Dave Corzine\corzida01,C,29,CHI,3,3,103,16,29,.552,0,0,,16,29,.552,.552,4,4,1.000,6,21,27,6,1,2,6,12,36
31,Terry Cummings\cummite01,PF,24,MIL,14,14,510,130,253,.514,0,0,,130,253,.514,.514,43,62,.694,33,105,138,42,20,16,39,52,303
32,Earl Cureton\curetea01,PF,28,DET,4,4,126,17,31,.548,0,1,.000,17,30,.567,.548,2,8,.250,12,18,30,9,3,0,5,14,36
33,Brad Davis\davisbr01,PG,30,DAL,10,0,163,24,44,.545,10,15,.667,14,29,.483,.659,19,24,.792,1,18,19,23,3,0,15,22,77
34,Charles Davis\davisch02,SF,27,MIL,12,0,145,21,58,.362,0,1,.000,21,57,.368,.362,18,20,.900,9,16,25,6,4,0,12,28,60
35,Johnny Davis\davisjo01,SG,30,ATL,8,0,65,9,25,.360,0,0,,9,25,.360,.360,4,4,1.000,2,4,6,15,2,0,5,6,22
36,Darryl Dawkins\dawkida01,C,29,NJN,1,0,17,4,6,.667,0,0,,4,6,.667,.667,2,3,.667,1,2,3,3,0,2,2,4,10
37,Darren Daye\dayeda01,SF,25,WSB,4,0,32,4,12,.333,0,0,,4,12,.333,.333,0,2,.000,3,5,8,0,0,0,5,3,8
38,James Donaldson\donalja01,C,28,DAL,10,10,410,36,48,.750,0,0,,36,48,.750,.750,37,40,.925,30,87,117,10,6,12,10,26,109
39,Larry Drew\drewla01,PG,27,SAC,3,0,56,14,25,.560,1,3,.333,13,22,.591,.580,2,2,1.000,0,1,1,14,5,0,0,2,31
40,Clyde Drexler*\drexlcl01,SG,23,POR,4,4,145,26,57,.456,2,5,.400,24,52,.462,.474,18,23,.783,9,16,25,26,6,3,19,19,72
41,Joe Dumars*\dumarjo01,SG,22,DET,4,4,147,25,41,.610,0,0,,25,41,.610,.610,10,15,.667,6,7,13,25,4,0,7,16,60
42,T.R. Dunn\dunntr01,SG,30,DEN,10,10,276,20,46,.435,0,0,,20,46,.435,.435,9,14,.643,22,31,53,13,16,0,3,34,49
43,Mark Eaton\eatonma01,C,29,UTA,4,4,157,28,57,.491,0,0,,28,57,.491,.491,2,3,.667,13,23,36,10,1,18,4,12,58
44,Craig Ehlo\ehlocr01,SG,24,HOU,10,0,38,8,16,.500,0,1,.000,8,15,.533,.500,4,5,.800,1,2,3,6,4,1,3,4,20
