Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Kareem Abdul-Jabbar*\abdulka01,C,33,LAL,3,,134,30,65,.462,0,0,,30,65,.462,.462,20,28,.714,13,37,50,12,3,8,11,14,80
2,Alvan Adams\adamsal01,C,26,PHO,7,,218,27,60,.450,0,0,,27,60,.450,.450,20,28,.714,11,30,41,26,4,1,19,20,74
3,Tiny Archibald*\architi01,PG,32,BOS,17,,630,95,211,.450,0,5,.000,95,206,.461,.450,76,94,.809,6,22,28,107,13,0,50,39,266
4,Mike Bantom\bantomi01,SF,29,IND,2,,51,12,16,.750,0,0,,12,16,.750,.750,5,7,.714,5,3,8,1,1,1,6,10,29
5,Billy Ray Bates\batesbi01,SG,24,POR,3,,115,35,62,.565,1,1,1.000,34,61,.557,.573,14,17,.824,3,4,7,13,5,1,11,11,85
6,Larry Bird*\birdla01,PF,24,BOS,17,,750,147,313,.470,3,8,.375,144,305,.472,.474,76,85,.894,49,189,238,103,39,17,62,53,373
7,Otis Birdsong\birdsot01,SG,25,KCK,8,,234,56,98,.571,1,1,1.000,55,97,.567,.577,11,18,.611,8,13,21,27,12,0,20,13,124
8,Dudley Bradley\bradldu01,SG,23,IND,2,,19,3,9,.333,1,1,1.000,2,8,.250,.389,2,2,1.000,1,1,2,2,2,0,5,4,9
9,Jim Brewer\breweji01,PF,29,LAL,3,,7,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,1,0
10,Ron Brewer\brewero01,SG,25,SAS,7,,118,29,61,.475,1,3,.333,28,58,.483,.484,21,29,.724,0,5,5,13,1,6,6,6,80
11,Junior Bridgeman\bridgju01,SF,27,MIL,7,,183,42,91,.462,1,1,1.000,41,90,.456,.467,13,16,.813,6,9,15,23,6,0,11,27,98
12,Quinn Buckner\bucknqu01,PG,26,MIL,7,,183,26,60,.433,0,0,,26,60,.433,.433,11,16,.688,5,15,20,35,11,0,14,26,63
13,Don Buse\busedo01,SG,30,IND,2,,35,1,8,.125,1,4,.250,0,4,.000,.188,2,2,1.000,0,5,5,7,3,0,2,4,5
14,M.L. Carr\carrml01,SF,30,BOS,17,,288,42,101,.416,0,4,.000,42,97,.433,.416,18,24,.750,8,17,25,14,10,6,8,32,102
15,Reggie Carter\cartere01,SG,23,NYK,1,,7,0,1,.000,0,0,,0,1,.000,.000,0,0,,1,1,2,0,0,0,1,4,0
16,Bill Cartwright\cartwbi01,C,23,NYK,2,,49,6,17,.353,0,0,,6,17,.353,.353,8,12,.667,4,9,13,1,1,1,6,7,20
17,Harvey Catchings\catchha01,PF,29,MIL,7,,109,3,16,.188,0,0,,3,16,.188,.188,2,2,1.000,10,16,26,8,0,11,7,24,8
18,Maurice Cheeks\cheekma01,PG,24,PHI,16,,513,68,125,.544,0,3,.000,68,122,.557,.544,32,42,.762,4,47,51,116,40,12,36,55,168
19,Jim Chones\choneji01,PF,31,LAL,3,,67,10,17,.588,0,0,,10,17,.588,.588,4,8,.500,6,11,17,1,1,4,3,9,24
20,Jeff Cook\cookje01,SF,24,PHO,7,,206,25,54,.463,1,1,1.000,24,53,.453,.472,14,19,.737,17,30,47,11,1,0,10,29,65
21,Michael Cooper\coopemi01,SG,24,LAL,3,,102,11,20,.550,0,3,.000,11,17,.647,.550,10,14,.714,2,8,10,7,6,0,7,7,32
22,Dave Corzine\corzida01,C,24,SAS,7,,161,27,55,.491,0,0,,27,55,.491,.491,9,13,.692,12,36,48,16,4,8,11,15,63
23,Pat Cummings\cummipa01,C,24,MIL,5,,25,3,11,.273,0,0,,3,11,.273,.273,3,4,.750,3,3,6,0,1,0,1,2,9
24,Earl Cureton\curetea01,C,23,PHI,9,,36,6,18,.333,0,0,,6,18,.333,.333,0,2,.000,1,8,9,2,1,2,1,3,12
25,Johnny Davis\davisjo01,PG,25,IND,2,,74,14,35,.400,0,1,.000,14,34,.412,.400,12,13,.923,2,6,8,11,2,0,1,6,40
26,Walter Davis\daviswa03,SG,26,PHO,7,,199,51,106,.481,0,1,.000,51,105,.486,.481,10,17,.588,7,12,19,22,7,1,17,17,112
27,Darryl Dawkins\dawkida01,C,24,PHI,16,,421,86,153,.562,0,0,,86,153,.562,.562,49,68,.721,28,70,98,14,3,16,36,71,221
28,Larry Demic\demicla01,PF,23,NYK,2,,37,4,5,.800,0,0,,4,5,.800,.800,1,2,.500,5,2,7,0,0,1,0,3,9
