Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Jim Barnes\barneji01,PF,24,BAL,3,,93,16,32,.500,,,,16,32,.500,.500,7,13,.538,,,28,3,,,,15,39
2,Elgin Baylor*\bayloel01,SF,31,LAL,14,,586,145,328,.442,,,,145,328,.442,.442,85,105,.810,,,197,52,,,,38,375
3,Zelmo Beaty*\beatyze01,C,26,STL,10,,418,73,148,.493,,,,73,148,.493,.493,44,58,.759,,,131,22,,,,38,190
4,Al Bianchi\biancal01,PG,33,PHI,5,,64,18,43,.419,,,,18,43,.419,.419,9,12,.750,,,10,4,,,,19,45
5,Ron Bonham\bonharo01,SG,23,BOS,5,,16,7,11,.636,,,,7,11,.636,.636,3,9,.333,,,3,0,,,,2,17
6,Bob Boozer\boozebo01,PF,28,LAL,10,,181,26,65,.400,,,,26,65,.400,.400,15,20,.750,,,50,7,,,,20,67
7,Bill Bridges\bridgbi01,PF,26,STL,10,,421,86,170,.506,,,,86,170,.506,.506,31,43,.721,,,149,28,,,,47,203
8,Joe Caldwell\caldwjo01,SF,24,STL,10,,315,78,169,.462,,,,78,169,.462,.462,31,49,.633,,,55,16,,,,29,187
9,Wilt Chamberlain*\chambwi01,C,29,PHI,5,,240,56,110,.509,,,,56,110,.509,.509,28,68,.412,,,151,15,,,,10,140
10,Mel Counts\countme01,C,24,BOS,10,,82,14,39,.359,,,,14,39,.359,.359,15,17,.882,,,40,3,,,,26,43
11,Billy Cunningham*\cunnibi01,SF,22,PHI,4,,69,5,31,.161,,,,5,31,.161,.161,11,13,.846,,,18,10,,,,11,21
12,Connie Dierking\dierkco01,C,29,CIN,4,,64,9,18,.500,,,,9,18,.500,.500,9,10,.900,,,15,1,,,,11,27
13,Johnny Egan\eganjo01,PG,27,BAL,3,,117,19,47,.404,,,,19,47,.404,.404,10,16,.625,,,9,23,,,,14,48
14,Leroy Ellis\ellisle01,C,25,LAL,14,,426,56,138,.406,,,,56,138,.406,.406,25,39,.641,,,133,8,,,,52,137
15,Wayne Embry*\embrywa01,C,28,CIN,5,,139,16,38,.421,,,,16,38,.421,.421,7,12,.583,,,34,2,,,,23,39
16,Bob Ferry\ferrybo01,C,28,BAL,3,,82,11,20,.550,,,,11,20,.550,.550,9,13,.692,,,25,3,,,,10,31
17,Dave Gambee\gambeda01,SF,28,PHI,5,,82,11,29,.379,,,,11,29,.379,.379,8,11,.727,,,14,4,,,,14,30
18,Gail Goodrich*\goodrga01,SG,22,LAL,11,,290,43,92,.467,,,,43,92,.467,.467,29,43,.674,,,42,33,,,,35,115
19,Johnny Green\greenjo01,PF,32,BAL,3,,96,20,34,.588,,,,20,34,.588,.588,1,8,.125,,,27,4,,,,9,41
20,Hal Greer*\greerha01,SG,29,PHI,5,,226,32,91,.352,,,,32,91,.352,.352,18,23,.783,,,36,21,,,,21,82
