Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Paul Arizin*\arizipa01,SF,32,PHW,3,,125,22,67,.328,,,,22,67,.328,.328,23,33,.697,,,26,12,,,,17,67
2,Al Attles\attleal01,PG,24,PHW,3,,110,12,26,.462,,,,12,26,.462,.462,5,14,.357,,,12,9,,,,14,29
3,Dick Barnett\barnedi01,SG,24,SYR,8,,226,49,112,.438,,,,49,112,.438,.438,26,36,.722,,,36,12,,,,25,124
4,Elgin Baylor*\bayloel01,SF,26,LAL,12,,540,170,362,.470,,,,170,362,.470,.470,117,142,.824,,,183,55,,,,44,457
5,Al Bianchi\biancal01,PG,28,SYR,7,,90,17,46,.370,,,,17,46,.370,.370,8,9,.889,,,7,5,,,,20,42
6,Barney Cable\cableba01,SF,25,SYR,8,,185,26,65,.400,,,,26,65,.400,.400,10,17,.588,,,61,7,,,,29,62
7,Wilt Chamberlain*\chambwi01,C,24,PHW,3,,144,45,96,.469,,,,45,96,.469,.469,21,38,.553,,,69,6,,,,10,111
8,Gene Conley\conlege01,PF,30,BOS,9,,56,12,33,.364,,,,12,33,.364,.364,7,12,.583,,,31,1,,,,20,31
9,Ed Conlin\conlied01,SF,27,PHW,3,,42,5,17,.294,,,,5,17,.294,.294,5,5,1.000,,,4,4,,,,4,15
10,Larry Costello\costela01,PG,29,SYR,8,,269,42,103,.408,,,,42,103,.408,.408,47,55,.855,,,35,52,,,,39,131
11,Bob Cousy*\cousybo01,PG,32,BOS,10,,337,50,147,.340,,,,50,147,.340,.340,67,88,.761,,,43,91,,,,33,167
12,Walter Dukes\dukeswa01,C,30,DET,5,,152,20,53,.377,,,,20,53,.377,.377,10,18,.556,,,49,11,,,,25,50
13,Ray Felix\felixra01,C,30,LAL,12,,339,46,109,.422,,,,46,109,.422,.422,30,39,.769,,,125,10,,,,52,122
14,Al Ferrari\ferraal01,SG,27,STL,10,,157,20,44,.455,,,,20,44,.455,.455,10,17,.588,,,22,21,,,,31,50
15,Bob Ferry\ferrybo01,C,23,DET,5,,167,30,74,.405,,,,30,74,.405,.405,41,49,.837,,,63,11,,,,12,101
16,Larry Foust\foustla01,C,32,STL,8,,89,9,20,.450,,,,9,20,.450,.450,8,14,.571,,,28,2,,,,13,26
17,Dave Gambee\gambeda01,SF,23,SYR,8,,208,34,95,.358,,,,34,95,.358,.358,32,41,.780,,,55,12,,,,33,100
18,Tom Gola*\golato01,SG,28,PHW,3,,127,7,34,.206,,,,7,34,.206,.206,15,20,.750,,,37,15,,,,14,29
19,Joe Graboski\grabojo01,PF,31,PHW,1,,1,0,0,,,,,0,0,,,0,0,,,,0,0,,,,0,0
20,Si Green\greensi01,SG,27,STL,12,,350,56,148,.378,,,,56,148,.378,.378,25,37,.676,,,71,48,,,,38,137
21,Hal Greer*\greerha01,SG,24,SYR,8,,232,41,106,.387,,,,41,106,.387,.387,33,40,.825,,,33,19,,,,32,115
22,Cliff Hagan*\hagancl01,SF,29,STL,12,,455,104,235,.443,,,,104,235,.443,.443,56,69,.812,,,118,54,,,,45,264
23,Swede Halbrook\halbrsw01,C,28,SYR,8,,172,24,72,.333,,,,24,72,.333,.333,14,20,.700,,,83,12,,,,21,62
24,Tom Hawkins\hawkito01,SF,24,LAL,12,,283,54,116,.466,,,,54,116,.466,.466,31,47,.660,,,76,13,,,,43,139
25,Tom Heinsohn*\heinsto01,PF,26,BOS,10,,291,82,201,.408,,,,82,201,.408,.408,33,43,.767,,,99,20,,,,36,197
26,Bailey Howell*\howelba01,PF,24,DET,5,,154,20,57,.351,,,,20,57,.351,.351,16,23,.696,,,46,22,,,,22,56
27,Hot Rod Hundley\hundlho01,SG,26,LAL,12,,287,30,101,.297,,,,30,101,.297,.297,20,29,.690,,,41,45,,,,19,80
28,Andy Johnson\johnsan01,PF,28,PHW,3,,50,7,22,.318,,,,7,22,.318,.318,6,9,.667,,,10,1,,,,11,20
29,Howie Jolliff\jolifho01,PF,22,LAL,4,,35,6,13,.462,,,,6,13,.462,.462,0,0,,,,25,8,,,,4,12
30,K.C. Jones*\joneskc01,PG,28,BOS,9,,103,9,30,.300,,,,9,30,.300,.300,7,14,.500,,,19,15,,,,17,25
31,Sam Jones*\jonessa01,SG,27,BOS,10,,258,50,112,.446,,,,50,112,.446,.446,31,35,.886,,,54,22,,,,22,131
32,Willie Jones\joneswi01,PG,24,DET,3,,40,12,29,.414,,,,12,29,.414,.414,6,7,.857,,,7,6,,,,6,30
33,Red Kerr\kerrre01,C,28,SYR,8,,210,30,88,.341,,,,30,88,.341,.341,16,23,.696,,,99,20,,,,18,76
34,Jim Krebs\krebsji01,C,25,LAL,12,,183,16,47,.340,,,,16,47,.340,.340,14,18,.778,,,60,9,,,,37,46
35,Fred LaCour\lacoufr01,SF,22,STL,5,,47,7,21,.333,,,,7,21,.333,.333,6,7,.857,,,6,4,,,,6,20
