Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Zaid Abdul-Aziz\abdulza01,C,28,HOU,6,,68,12,31,.387,,,,12,31,.387,.387,2,5,.400,7,10,17,3,1,3,,5,26
2,Rick Adelman\adelmri01,PG,28,KCO,6,,34,3,9,.333,,,,3,9,.333,.333,6,8,.750,1,1,2,3,1,0,,9,12
3,Tiny Archibald*\architi01,PG,26,KCO,6,,242,43,118,.364,,,,43,118,.364,.364,35,43,.814,2,9,11,32,4,0,,18,121
4,Jim Ard\ardji01,C,26,BOS,5,,14,1,8,.125,,,,1,8,.125,.125,0,0,,2,0,2,1,0,1,,5,2
5,Gus Bailey\bailegu01,SG,23,HOU,8,,116,18,36,.500,,,,18,36,.500,.500,9,10,.900,6,13,19,16,6,2,,12,45
6,Jim Barnett\barneji02,SG,30,NYK,3,,59,13,21,.619,,,,13,21,.619,.619,5,5,1.000,5,3,8,5,1,1,,6,31
7,Rick Barry*\barryri01,SF,30,GSW,17,,726,189,426,.444,,,,189,426,.444,.444,101,110,.918,22,72,94,103,50,15,,51,479
8,Butch Beard\beardbu01,PG,27,GSW,17,,448,60,146,.411,,,,60,146,.411,.411,34,53,.642,23,49,72,53,24,2,,64,154
9,Ron Behagen\behagro01,PF,24,KCO,6,,108,22,43,.512,,,,22,43,.512,.512,3,3,1.000,4,25,29,6,1,2,,28,47
10,Dennis Bell\bellde01,SF,23,NYK,3,,27,1,8,.125,,,,1,8,.125,.125,0,5,.000,0,4,4,0,0,0,,6,2
11,Leon Benbow\benbole01,SG,24,CHI,2,,5,2,4,.500,,,,2,4,.500,.500,1,2,.500,1,0,1,2,0,0,,0,5
12,Dave Bing*\bingda01,PG,31,DET,3,,134,20,47,.426,,,,20,47,.426,.426,8,13,.615,3,8,11,29,5,0,,12,48
13,John Block\blockjo01,PF,30,CHI,4,,34,6,15,.400,,,,6,15,.400,.400,1,3,.333,2,4,6,0,4,0,,5,13
14,Tom Boerwinkle\boerwto01,C,29,CHI,13,,377,43,98,.439,,,,43,98,.439,.439,20,25,.800,56,109,165,55,4,10,,48,106
15,Steve Bracey\bracest01,SG,24,GSW,4,,14,3,7,.429,,,,3,7,.429,.429,4,4,1.000,0,1,1,3,3,0,,1,10
16,Bill Bradley*\bradlbi01,SF,31,NYK,3,,88,9,24,.375,,,,9,24,.375,.375,2,2,1.000,4,5,9,6,2,0,,5,20
17,Bill Bridges\bridgbi01,PF,35,GSW,14,,148,10,23,.435,,,,10,23,.435,.435,2,7,.286,13,36,49,7,9,4,,23,22
18,Fred Brown\brownfr01,SG,26,SEA,8,,240,69,139,.496,,,,69,139,.496,.496,27,32,.844,12,24,36,23,17,1,,19,165
19,Tom Burleson\burleto01,C,22,SEA,9,,364,78,152,.513,,,,78,152,.513,.513,30,40,.750,30,66,96,13,7,18,,29,186
20,Don Chaney\chanedo01,SG,28,BOS,11,,294,48,105,.457,,,,48,105,.457,.457,23,29,.793,24,14,38,21,21,5,,46,119
21,Ken Charles\charlke01,SG,23,BUF,7,,208,22,55,.400,,,,22,55,.400,.400,8,11,.727,3,10,13,18,6,5,,27,52
22,Phil Chenier\cheniph01,SG,24,WSB,17,,692,155,330,.470,,,,155,330,.470,.470,102,114,.895,18,58,76,54,22,11,,45,412
23,Archie Clark\clarkar01,PG,33,SEA,9,,269,41,94,.436,,,,41,94,.436,.436,18,20,.900,7,25,32,31,6,1,,23,100
24,Dave Cowens*\cowenda01,C,26,BOS,11,,479,101,236,.428,,,,101,236,.428,.428,23,26,.885,49,132,181,46,18,6,,50,225
25,Mike D'Antoni\dantomi01,SG,23,KCO,4,,42,7,14,.500,,,,7,14,.500,.500,4,4,1.000,2,5,7,1,4,1,,6,18
26,Jesse Dark\darkje01,SG,23,NYK,2,,11,1,6,.167,,,,1,6,.167,.167,5,5,1.000,1,0,1,1,0,0,,2,7
27,Jim Davis\davisji01,C,33,DET,2,,16,2,4,.500,,,,2,4,.500,.500,3,5,.600,2,2,4,0,1,0,,1,7
28,Mel Davis\davisme01,PF,24,NYK,3,,28,5,12,.417,,,,5,12,.417,.417,2,2,1.000,0,4,4,2,0,0,,2,12
29,Rod Derline\derliro01,SG,22,SEA,6,,64,18,33,.545,,,,18,33,.545,.545,6,7,.857,1,12,13,7,2,0,,6,42
30,Derrek Dickey\dickede01,PF,23,GSW,15,,257,47,78,.603,,,,47,78,.603,.603,9,16,.563,20,53,73,11,8,0,,28,103
31,Charles Dudley\dudlech01,PG,24,GSW,13,,112,10,24,.417,,,,10,24,.417,.417,16,28,.571,5,12,17,17,5,2,,23,36
32,Dennis DuVal\duvalde01,PG,22,WSB,5,,14,3,9,.333,,,,3,9,.333,.333,1,2,.500,0,3,3,3,0,0,,1,7
33,Hank Finkel\finkeha01,C,32,BOS,7,,25,3,7,.429,,,,3,7,.429,.429,3,5,.600,3,3,6,4,0,0,,2,9
34,Chris Ford\fordch01,SG,26,DET,3,,82,6,11,.545,,,,6,11,.545,.545,0,0,,2,11,13,10,1,0,,8,12
35,Jim Fox\foxji01,C,31,SEA,8,,40,4,14,.286,,,,4,14,.286,.286,4,7,.571,4,5,9,2,0,1,,6,12
36,Walt Frazier*\fraziwa01,PG,29,NYK,3,,124,29,46,.630,,,,29,46,.630,.630,13,16,.813,3,17,20,21,11,0,,4,71
37,Rowland Garrett\garrero01,SF,24,CHI,12,,143,21,56,.375,,,,21,56,.375,.375,2,4,.500,8,21,29,3,4,4,,27,44
38,John Gianelli\gianejo01,C,24,NYK,3,,93,11,24,.458,,,,11,24,.458,.458,3,3,1.000,5,9,14,2,0,4,,10,25
39,Dick Gibbs\gibbsdi01,SF,26,WSB,6,,17,3,10,.300,,,,3,10,.300,.300,2,2,1.000,0,1,1,2,3,0,,2,8
40,Leonard Gray\grayle01,PF,23,SEA,9,,263,39,80,.488,,,,39,80,.488,.488,11,13,.846,11,34,45,20,12,5,,41,89
41,Matt Guokas\guokama02,SG,30,CHI,13,,202,12,35,.343,,,,12,35,.343,.343,7,8,.875,4,10,14,11,7,1,,20,31
42,Phil Hankinson\hankiph01,SF,23,BOS,2,,3,1,3,.333,,,,1,3,.333,.333,0,0,,2,0,2,0,0,0,,0,2
43,Clem Haskins\haskicl01,SG,31,WSB,13,,75,15,28,.536,,,,15,28,.536,.536,5,8,.625,5,2,7,4,2,1,,17,35
44,John Havlicek*\havlijo01,SF,34,BOS,11,,464,83,192,.432,,,,83,192,.432,.432,66,76,.868,18,39,57,51,16,1,,38,232
45,Steve Hawes\hawesst01,C,24,HOU,8,,128,18,38,.474,,,,18,38,.474,.474,8,9,.889,3,26,29,13,3,3,,11,44
