Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Alaa Abdelnaby\abdelal01,PF,23,POR,8,0,25,5,10,.500,0,0,,5,10,.500,.500,2,4,.500,0,4,4,2,0,0,2,4,12
2,Rafael Addison\addisra01,SF,27,NJN,1,0,9,2,7,.286,1,2,.500,1,5,.200,.357,0,0,,0,0,0,1,0,0,0,0,5
3,Mark Aguirre\aguirma01,SF,32,DET,5,0,113,16,48,.333,1,5,.200,15,43,.349,.344,12,16,.750,4,5,9,12,2,1,13,9,45
4,Danny Ainge\aingeda01,SG,32,POR,21,0,449,81,169,.479,21,52,.404,60,117,.513,.541,39,47,.830,8,32,40,49,15,1,25,58,222
5,Victor Alexander\alexavi01,C,22,GSW,4,0,24,3,5,.600,0,0,,3,5,.600,.600,1,1,1.000,1,5,6,1,2,0,2,8,7
6,Kenny Anderson\anderke01,PG,21,NJN,3,0,24,3,9,.333,0,0,,3,9,.333,.333,2,2,1.000,1,2,3,3,1,0,1,1,8
7,Greg Anthony\anthogr01,PG,24,NYK,12,0,213,19,46,.413,5,12,.417,14,34,.412,.467,20,33,.606,4,13,17,41,16,1,13,28,63
8,B.J. Armstrong\armstbj01,PG,24,CHI,22,0,434,63,139,.453,5,17,.294,58,122,.475,.471,30,38,.789,2,22,24,47,14,0,18,33,161
9,Vincent Askew\askewvi01,SG,25,GSW,4,0,30,1,8,.125,0,0,,1,8,.125,.125,0,0,,3,1,4,5,0,0,2,3,2
10,Keith Askins\askinke01,SF,24,MIA,3,0,48,5,11,.455,3,5,.600,2,6,.333,.591,0,2,.000,4,5,9,3,1,0,1,7,13
11,John Bagley\baglejo01,PG,31,BOS,10,10,308,42,95,.442,1,4,.250,41,91,.451,.447,26,37,.703,8,19,27,85,9,1,35,17,111
12,Dana Barros\barroda01,PG,24,SEA,7,0,96,21,40,.525,10,17,.588,11,23,.478,.650,0,0,,1,6,7,8,4,0,6,11,52
13,John Battle\battljo01,SG,29,CLE,15,0,202,34,82,.415,0,2,.000,34,80,.425,.415,21,23,.913,4,8,12,15,5,1,18,11,89
14,William Bedford\bedfowi01,C,28,DET,1,0,9,3,6,.500,0,0,,3,6,.500,.500,0,0,,0,2,2,0,1,0,0,1,6
15,Benoit Benjamin\benjabe01,C,27,SEA,9,4,161,23,41,.561,0,1,.000,23,40,.575,.561,9,18,.500,10,36,46,5,5,13,8,20,55
16,David Benoit\benoida01,SF,23,UTA,13,9,257,36,84,.429,6,13,.462,30,71,.423,.464,11,11,1.000,18,32,50,6,6,5,10,30,89
17,Larry Bird*\birdla01,SF,35,BOS,4,2,107,21,42,.500,0,5,.000,21,37,.568,.500,3,4,.750,2,16,18,21,1,2,6,7,45
18,Lance Blanks\blankla01,SG,25,DET,1,0,10,1,2,.500,0,0,,1,2,.500,.500,0,0,,0,1,1,3,3,0,1,2,2
19,Mookie Blaylock\blaylmo01,PG,24,NJN,4,4,148,17,55,.309,1,6,.167,16,49,.327,.318,3,4,.750,5,11,16,31,15,2,7,16,38
20,Sam Bowie\bowiesa01,C,30,NJN,4,4,112,14,33,.424,1,2,.500,13,31,.419,.439,8,12,.667,8,11,19,9,3,3,5,19,37
21,Terrell Brandon\brandte01,PG,21,CLE,12,0,157,22,55,.400,0,3,.000,22,52,.423,.400,3,4,.750,4,18,22,30,3,1,11,17,47
22,Chucky Brown\brownch01,SF,23,LAL,3,0,44,8,19,.421,0,1,.000,8,18,.444,.421,3,6,.500,3,8,11,2,0,2,1,3,19
23,Dee Brown\brownde01,PG,23,BOS,6,0,120,22,44,.500,0,3,.000,22,41,.537,.500,4,6,.667,3,9,12,31,1,4,7,16,48
24,Mike Brown\brownmi01,C,28,UTA,16,0,274,30,75,.400,0,0,,30,75,.400,.400,32,41,.780,22,43,65,11,2,2,16,43,92
25,Tony Brown\brownto01,SF,31,SEA,5,0,22,2,6,.333,1,4,.250,1,2,.500,.417,4,7,.571,0,2,2,2,0,0,0,3,9
26,Mark Bryant\bryanma01,PF,26,POR,12,0,116,10,29,.345,0,0,,10,29,.345,.345,3,4,.750,11,18,29,1,3,0,9,22,23
27,Steve Burtt\burttst01,SG,29,PHO,8,0,104,16,38,.421,0,2,.000,16,36,.444,.421,18,21,.857,3,9,12,14,5,0,8,18,50
28,Michael Cage\cagemi01,PF,30,SEA,9,4,197,19,34,.559,0,0,,19,34,.559,.559,1,1,1.000,18,33,51,4,6,8,8,22,39
29,Elden Campbell\campbel01,C,23,LAL,4,2,117,14,37,.378,0,0,,14,37,.378,.378,12,18,.667,9,16,25,6,3,6,4,14,40
30,Antoine Carr\carran01,PF,30,SAS,3,3,109,24,44,.545,1,2,.500,23,42,.548,.557,10,16,.625,8,15,23,3,2,11,4,14,59
31,Bill Cartwright\cartwbi01,C,34,CHI,22,22,612,55,116,.474,0,0,,55,116,.474,.474,13,31,.419,29,69,98,38,11,4,27,70,123
