Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Jay Arnette\arnetja01,PG,25,CIN,8,,79,11,31,.355,,,,11,31,.355,.355,7,8,.875,,,10,9,,,,21,29
2,Al Attles\attleal01,PG,27,SFW,12,,386,58,144,.403,,,,58,144,.403,.403,30,56,.536,,,37,30,,,,54,146
3,Dick Barnett\barnedi01,SG,27,LAL,5,,154,21,52,.404,,,,21,52,.404,.404,27,32,.844,,,8,17,,,,16,69
4,John Barnhill\barnhjo01,SG,25,STL,5,,61,12,23,.522,,,,12,23,.522,.522,2,5,.400,,,5,5,,,,8,26
5,Elgin Baylor*\bayloel01,SF,29,LAL,5,,221,45,119,.378,,,,45,119,.378,.378,31,40,.775,,,58,28,,,,17,121
6,Zelmo Beaty*\beatyze01,C,24,STL,12,,436,63,121,.521,,,,63,121,.521,.521,46,77,.597,,,114,12,,,,56,172
7,Al Bianchi\biancal01,PG,31,PHI,5,,68,12,29,.414,,,,12,29,.414,.414,3,4,.750,,,4,4,,,,12,27
8,Bucky Bockhorn\bockhbu01,SG,30,CIN,10,,301,41,108,.380,,,,41,108,.380,.380,15,20,.750,,,39,39,,,,40,97
9,Bill Bridges\bridgbi01,PF,24,STL,12,,240,26,83,.313,,,,26,83,.313,.313,12,19,.632,,,84,24,,,,40,64
10,Wilt Chamberlain*\chambwi01,C,27,SFW,12,,558,175,322,.543,,,,175,322,.543,.543,66,139,.475,,,302,39,,,,27,416
11,Larry Costello\costela01,PG,32,PHI,5,,36,3,14,.214,,,,3,14,.214,.214,10,10,1.000,,,3,4,,,,14,16
12,Connie Dierking\dierkco01,C,27,PHI,5,,71,14,33,.424,,,,14,33,.424,.424,5,9,.556,,,30,5,,,,10,33
13,Leroy Ellis\ellisle01,C,23,LAL,5,,144,8,27,.296,,,,8,27,.296,.296,11,15,.733,,,50,4,,,,11,27
14,Wayne Embry*\embrywa01,C,26,CIN,10,,363,53,139,.381,,,,53,139,.381,.381,28,45,.622,,,124,21,,,,46,134
15,Mike Farmer\farmemi01,SF,27,STL,11,,119,19,34,.559,,,,19,34,.559,.559,8,10,.800,,,16,9,,,,10,46
16,Dave Gambee\gambeda01,SF,26,PHI,5,,149,24,60,.400,,,,24,60,.400,.400,21,27,.778,,,29,8,,,,23,69
17,Hal Greer*\greerha01,SG,27,PHI,5,,211,37,95,.389,,,,37,95,.389,.389,33,39,.846,,,28,30,,,,19,107
18,Richie Guerin*\gueriri01,SG,31,STL,12,,428,75,169,.444,,,,75,169,.444,.444,67,85,.788,,,50,49,,,,54,217
19,Cliff Hagan*\hagancl01,SF,32,STL,12,,392,75,175,.429,,,,75,175,.429,.429,45,54,.833,,,74,57,,,,34,195
20,John Havlicek*\havlijo01,SF,23,BOS,10,,289,61,159,.384,,,,61,159,.384,.384,35,44,.795,,,43,32,,,,26,157
21,Tom Hawkins\hawkito01,SF,27,CIN,10,,273,43,97,.443,,,,43,97,.443,.443,15,22,.682,,,93,11,,,,38,101
22,Tom Heinsohn*\heinsto01,PF,29,BOS,10,,308,70,180,.389,,,,70,180,.389,.389,34,42,.810,,,80,26,,,,36,174
23,Wayne Hightower\hightwa01,PF,24,SFW,12,,286,29,112,.259,,,,29,112,.259,.259,23,33,.697,,,50,18,,,,42,81
24,Gary Hill\hillga01,SG,22,SFW,9,,69,12,24,.500,,,,12,24,.500,.500,4,13,.308,,,6,8,,,,13,28
25,K.C. Jones*\joneskc01,PG,31,BOS,10,,312,25,72,.347,,,,25,72,.347,.347,13,25,.520,,,37,68,,,,40,63
26,Sam Jones*\jonessa01,SG,30,BOS,10,,356,91,180,.506,,,,91,180,.506,.506,50,68,.735,,,47,23,,,,24,232
27,Red Kerr\kerrre01,C,31,PHI,5,,185,40,83,.482,,,,40,83,.482,.482,15,20,.750,,,69,16,,,,12,95
28,Jim King\kingji01,PG,22,LAL,4,,51,4,10,.400,,,,4,10,.400,.400,4,4,1.000,,,4,6,,,,2,12
29,Jim Krebs\krebsji01,C,28,LAL,4,,50,6,9,.667,,,,6,9,.667,.667,2,4,.500,,,22,6,,,,8,14
30,Rudy LaRusso\larusru01,PF,26,LAL,5,,189,13,33,.394,,,,13,33,.394,.394,19,22,.864,,,30,11,,,,23,45
31,George Lee\leege01,SF,27,SFW,10,,67,9,20,.450,,,,9,20,.450,.450,12,20,.600,,,16,4,,,,15,30
32,Jim Loscutoff\loscuji01,SF,33,BOS,1,,5,2,2,1.000,,,,2,2,1.000,1.000,0,0,,,,2,0,,,,3,4
33,Clyde Lovellette*\lovelcl01,C,34,BOS,5,,40,8,34,.235,,,,8,34,.235,.235,4,4,1.000,,,7,2,,,,8,20
34,Jerry Lucas*\lucasje01,PF,23,CIN,10,,370,48,123,.390,,,,48,123,.390,.390,26,37,.703,,,125,34,,,,37,122
35,Johnny McCarthy\mccarjo01,PG,29,BOS,1,,8,1,1,1.000,,,,1,1,1.000,1.000,0,0,,,,1,1,,,,0,2
36,Tom Meschery\meschto01,SF,25,SFW,12,,405,80,181,.442,,,,80,181,.442,.442,42,54,.778,,,87,21,,,,37,202
37,Willie Naulls\naullwi01,SF,29,BOS,10,,167,37,95,.389,,,,37,95,.389,.389,17,23,.739,,,46,8,,,,31,91
38,Don Nelson*\nelsodo01,SF,23,LAL,5,,56,7,13,.538,,,,7,13,.538,.538,3,3,1.000,,,13,2,,,,11,17
39,Paul Neumann\neumapa01,PG,26,PHI,5,,165,27,59,.458,,,,27,59,.458,.458,26,31,.839,,,13,25,,,,13,80
40,Bud Olsen\olsenbu01,PF,23,CIN,2,,10,3,6,.500,,,,3,6,.500,.500,0,0,,,,4,1,,,,2,6
41,Bob Pettit*\pettibo01,PF,31,STL,12,,494,93,226,.412,,,,93,226,.412,.412,66,79,.835,,,174,33,,,,44,252
42,Gary Phillips\phillga01,SG,24,SFW,11,,256,35,97,.361,,,,35,97,.361,.361,26,40,.650,,,24,20,,,,36,96
43,Frank Ramsey*\ramsefr01,SG,32,BOS,10,,138,22,63,.349,,,,22,63,.349,.349,18,21,.857,,,21,10,,,,25,62
44,Hub Reed\reedhu01,C,27,LAL,1,,12,2,4,.500,,,,2,4,.500,.500,0,2,.000,,,2,0,,,,2,4
45,Oscar Robertson*\roberos01,PG,25,CIN,10,,471,92,202,.455,,,,92,202,.455,.455,109,127,.858,,,89,84,,,,30,293
46,Guy Rodgers*\rodgegu01,PG,28,SFW,12,,419,57,173,.329,,,,57,173,.329,.329,33,47,.702,,,58,90,,,,46,147
47,Bill Russell*\russebi01,C,29,BOS,10,,451,47,132,.356,,,,47,132,.356,.356,37,67,.552,,,272,44,,,,33,131
48,Tom Sanders*\sandeto01,PF,25,BOS,10,,302,34,94,.362,,,,34,94,.362,.362,23,34,.676,,,68,6,,,,45,91
49,Kenny Sears\searske01,SF,30,SFW,7,,24,6,10,.600,,,,6,10,.600,.600,0,0,,,,12,3,,,,4,12
50,Frank Selvy\selvyfr01,SG,31,LAL,3,,69,13,27,.481,,,,13,27,.481,.481,2,2,1.000,,,5,6,,,,8,28
51,Lee Shaffer\shaffle01,SF,24,PHI,3,,40,8,22,.364,,,,8,22,.364,.364,1,2,.500,,,4,2,,,,5,17
52,Larry Siegfried\siegfla01,SG,24,BOS,4,,24,2,6,.333,,,,2,6,.333,.333,3,6,.500,,,4,1,,,,4,7
53,Adrian Smith\smithad01,SG,27,CIN,7,,66,8,26,.308,,,,8,26,.308,.308,5,7,.714,,,9,4,,,,8,21
54,Larry Staverman\stavela01,PF,27,CIN,7,,70,11,23,.478,,,,11,23,.478,.478,15,19,.789,,,26,5,,,,16,37
55,Tom Thacker\thackto01,PG,24,CIN,6,,43,6,23,.261,,,,6,23,.261,.261,1,4,.250,,,13,3,,,,4,13
56,Nate Thurmond*\thurmna01,PF,22,SFW,12,,410,42,96,.438,,,,42,96,.438,.438,36,53,.679,,,148,10,,,,46,120
57,Gene Tormohlen\tormobu01,C,26,STL,6,,39,5,13,.385,,,,5,13,.385,.385,3,5,.600,,,14,5,,,,10,13
58,Jack Twyman*\twymaja01,SF,29,CIN,10,,354,83,176,.472,,,,83,176,.472,.472,39,49,.796,,,87,16,,,,41,205
59,Chico Vaughn\vaughch01,SG,23,STL,12,,242,43,101,.426,,,,43,101,.426,.426,19,26,.731,,,25,21,,,,31,105
60,Chet Walker*\walkech01,SF,23,PHI,5,,190,30,77,.390,,,,30,77,.390,.390,34,46,.739,,,52,13,,,,15,94
61,Gerry Ward\wardge01,SG,22,STL,6,,16,5,10,.500,,,,5,10,.500,.500,1,1,1.000,,,0,2,,,,5,11
62,Ben Warley\warlebe01,PF,27,PHI,4,,85,9,23,.391,,,,9,23,.391,.391,10,15,.667,,,33,2,,,,11,28
63,Jerry West*\westje01,PG,25,LAL,5,,206,57,115,.496,,,,57,115,.496,.496,42,53,.792,,,36,17,,,,20,156
64,Gene Wiley\wileyge01,C,26,LAL,5,,48,5,8,.625,,,,5,8,.625,.625,3,3,1.000,,,16,0,,,,9,13
65,Lenny Wilkens*\wilkele01,PG,26,STL,12,,413,64,143,.448,,,,64,143,.448,.448,44,58,.759,,,60,64,,,,42,172
