Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Kareem Abdul-Jabbar*\abdulka01,C,32,LAL,15,,618,198,346,.572,0,0,,198,346,.572,.572,83,105,.790,51,130,181,46,17,58,55,51,479
2,Alvan Adams\adamsal01,C,25,PHO,8,,251,56,99,.566,0,0,,56,99,.566,.566,17,19,.895,18,59,77,46,7,10,24,24,129
3,Tiny Archibald*\architi01,PG,31,BOS,9,,332,45,89,.506,1,2,.500,44,87,.506,.511,37,42,.881,3,8,11,71,10,0,38,28,128
4,James Bailey\baileja01,PF,22,SEA,12,,138,21,44,.477,0,0,,21,44,.477,.477,13,20,.650,8,17,25,5,9,9,9,22,55
5,Greg Ballard\ballagr01,SF,25,WSB,2,,73,9,28,.321,0,0,,9,28,.321,.321,4,7,.571,2,12,14,7,1,1,8,8,22
6,Rick Barry*\barryri01,SF,35,HOU,6,,79,12,33,.364,3,12,.250,9,21,.429,.409,6,6,1.000,0,6,6,15,1,1,10,11,33
7,Tim Bassett\basseti01,PF,28,SAS,3,,19,1,2,.500,0,0,,1,2,.500,.500,0,0,,1,0,1,0,0,0,1,7,2
8,Billy Ray Bates\batesbi01,SG,23,POR,3,,104,31,59,.525,2,7,.286,29,52,.558,.542,11,14,.786,2,8,10,12,5,1,15,13,75
9,Ron Behagen\behagro01,PF,29,WSB,2,,14,2,7,.286,0,0,,2,7,.286,.286,0,0,,1,1,2,3,0,0,1,4,4
10,Henry Bibby\bibbyhe01,PG,30,PHI,18,,400,45,124,.363,5,13,.385,40,111,.360,.383,40,50,.800,15,29,44,52,7,0,27,35,135
11,Larry Bird*\birdla01,PF,23,BOS,9,,372,83,177,.469,4,15,.267,79,162,.488,.480,22,25,.880,22,79,101,42,14,8,33,30,192
12,Otis Birdsong\birdsot01,SG,24,KCK,3,,112,30,62,.484,0,3,.000,30,59,.508,.484,6,14,.429,11,12,23,7,4,0,6,5,66
13,Alonzo Bradley\bradlal01,SF,26,HOU,4,,15,6,9,.667,1,1,1.000,5,8,.625,.722,3,5,.600,1,2,3,1,1,0,0,2,16
14,Mike Bratz\bratzmi01,PG,24,PHO,8,,169,43,84,.512,9,23,.391,34,61,.557,.565,9,10,.900,6,14,20,16,9,0,13,20,104
15,Jim Brewer\breweji01,PF,28,POR,3,,67,10,10,1.000,0,0,,10,10,1.000,1.000,1,3,.333,6,10,16,3,5,2,1,6,21
16,Ron Brewer\brewero01,SG,24,POR,3,,106,26,61,.426,0,3,.000,26,58,.448,.426,5,9,.556,1,2,3,6,3,1,7,10,57
17,Junior Bridgeman\bridgju01,SF,26,MIL,5,,124,20,56,.357,0,1,.000,20,55,.364,.357,11,15,.733,4,15,19,17,5,2,14,17,51
