Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Kareem Abdul-Jabbar*\abdulka01,C,31,LAL,8,,367,88,152,.579,,,,88,152,.579,.579,52,62,.839,18,83,101,38,8,33,29,26,228
2,Alvan Adams\adamsal01,C,24,PHO,12,,372,66,139,.475,,,,66,139,.475,.475,22,31,.710,25,65,90,53,11,12,36,41,154
3,Lucius Allen\allenlu01,PG,31,KCK,5,,73,15,32,.469,,,,15,32,.469,.469,6,6,1.000,2,5,7,3,2,1,5,7,36
4,Dennis Awtrey\awtrede01,C,30,SEA,16,,153,10,16,.625,,,,10,16,.625,.625,8,13,.615,15,27,42,11,5,4,9,34,28
5,Greg Ballard\ballagr01,SF,24,WSB,19,,312,53,101,.525,,,,53,101,.525,.525,31,41,.756,34,58,92,17,9,6,20,28,137
6,Rick Barry*\barryri01,SF,34,HOU,2,,65,8,25,.320,,,,8,25,.320,.320,8,8,1.000,2,6,8,9,0,2,2,8,24
7,Tim Bassett\basseti01,PF,27,NJN,2,,17,2,5,.400,,,,2,5,.400,.400,2,2,1.000,2,0,2,0,0,0,1,4,6
8,Henry Bibby\bibbyhe01,PG,29,PHI,9,,231,26,67,.388,,,,26,67,.388,.388,20,30,.667,8,11,19,42,4,0,22,26,72
9,Otis Birdsong\birdsot01,SG,23,KCK,5,,168,39,76,.513,,,,39,76,.513,.513,27,38,.711,8,10,18,9,10,0,10,13,105
10,Ron Boone\boonero01,SG,32,LAL,8,,226,37,77,.481,,,,37,77,.481,.481,20,21,.952,7,8,15,14,9,0,14,28,94
11,Tom Boswell\bosweto01,PF,25,DEN,3,,120,21,35,.600,,,,21,35,.600,.600,10,13,.769,14,13,27,16,3,5,6,10,52
12,Alonzo Bradley\bradlal01,SF,25,HOU,1,,1,0,0,,,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
13,Mike Bratz\bratzmi01,PG,23,PHO,15,,293,57,115,.496,,,,57,115,.496,.496,45,59,.763,10,11,21,30,15,3,29,42,159
14,Ron Brewer\brewero01,SG,23,POR,3,,94,22,39,.564,,,,22,39,.564,.564,9,13,.692,4,7,11,8,1,9,5,7,53
15,Allan Bristow\bristal01,SF,27,SAS,13,,163,20,49,.408,,,,20,49,.408,.408,16,21,.762,12,15,27,28,9,5,11,17,56
16,Fred Brown\brownfr01,PG,30,SEA,17,,260,64,142,.451,,,,64,142,.451,.451,14,17,.824,8,14,22,35,9,4,16,23,142
17,Joe Bryant\bryanjo01,PF,24,PHI,7,,35,10,26,.385,,,,10,26,.385,.385,1,2,.500,0,1,1,4,1,0,2,8,21
18,Don Buse\busedo01,PG,28,PHO,15,,512,47,116,.405,,,,47,116,.405,.405,24,33,.727,17,38,55,52,23,5,15,31,118
19,Kenny Carr\carrke01,PF,23,LAL,8,,117,19,35,.543,,,,19,35,.543,.543,5,8,.625,4,13,17,4,4,2,11,18,43
20,Ron Carter\cartero01,SG,22,LAL,2,,2,0,1,.000,,,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0
21,Harvey Catchings\catchha01,C,27,NJN,2,,26,1,6,.167,,,,1,6,.167,.167,0,3,.000,5,3,8,1,0,1,2,4,2
22,Maurice Cheeks\cheekma01,PG,22,PHI,9,,330,66,121,.545,,,,66,121,.545,.545,37,56,.661,13,22,35,63,37,4,29,29,169
23,Phil Chenier\cheniph01,SG,28,WSB,9,,97,10,46,.217,,,,10,46,.217,.217,5,11,.455,3,5,8,9,3,0,6,16,25
24,Dave Corzine\corzida01,C,22,WSB,12,,63,4,15,.267,,,,4,15,.267,.267,0,0,,12,13,25,5,2,0,4,9,8
25,Charlie Criss\crissch01,PG,30,ATL,9,,99,12,29,.414,,,,12,29,.414,.414,9,10,.900,2,3,5,16,3,0,3,5,33
26,Louie Dampier*\dampilo01,PG,34,SAS,7,,55,8,14,.571,,,,8,14,.571,.571,4,7,.571,1,4,5,8,3,1,1,8,20
27,Bob Dandridge\dandrbo01,SF,31,WSB,19,,787,174,368,.473,,,,174,368,.473,.473,91,110,.827,45,95,140,105,14,15,59,71,439
28,Adrian Dantley*\dantlad01,SF,22,LAL,8,,236,50,89,.562,,,,50,89,.562,.562,41,52,.788,10,23,33,11,6,1,19,24,141
29,Walter Davis\daviswa03,SF,24,PHO,15,,490,127,244,.520,,,,127,244,.520,.520,78,96,.813,24,45,69,79,26,5,66,41,332
30,Darryl Dawkins\dawkida01,C,22,PHI,9,,255,56,106,.528,,,,56,106,.528,.528,32,47,.681,21,61,82,12,2,16,17,42,144
31,Coby Dietrick\dietrco01,C,30,SAS,14,,281,39,88,.443,,,,39,88,.443,.443,4,8,.500,26,39,65,26,12,3,18,41,82
32,Jacky Dorsey\dorseja01,SF,24,HOU,1,,1,0,0,,,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
33,John Drew\drewjo01,SF,24,ATL,9,,275,55,131,.420,,,,55,131,.420,.420,35,46,.761,20,40,60,7,9,4,16,36,145
