Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Mahmoud Abdul-Rauf\abdulma02,PG,25,DEN,3,2,76,12,33,.364,2,12,.167,10,21,.476,.394,14,14,1.000,2,3,5,5,2,0,8,8,40
2,Michael Adams\adamsmi01,PG,32,CHH,1,0,11,2,5,.400,0,2,.000,2,3,.667,.400,0,0,,0,1,1,2,0,0,0,0,4
3,Danny Ainge\aingeda01,SG,35,PHO,10,0,137,19,38,.500,12,26,.462,7,12,.583,.658,10,11,.909,2,8,10,10,5,0,6,15,60
4,Greg Anderson\andergr01,PF,30,ATL,3,0,39,1,5,.200,0,0,,1,5,.200,.200,3,4,.750,1,12,13,2,2,2,0,9,5
5,Nick Anderson\anderni01,SG,27,ORL,21,21,814,107,239,.448,41,107,.383,66,132,.500,.533,43,63,.683,21,79,100,65,33,10,30,49,298
6,Willie Anderson\anderwi01,SG,28,SAS,11,0,97,9,20,.450,0,1,.000,9,19,.474,.450,2,3,.667,5,7,12,10,5,0,8,12,20
7,Greg Anthony\anthogr01,PG,27,NYK,11,0,135,15,38,.395,7,23,.304,8,15,.533,.487,10,11,.909,2,8,10,15,2,2,6,27,47
8,B.J. Armstrong\armstbj01,PG,27,CHI,10,10,288,36,79,.456,13,29,.448,23,50,.460,.538,18,22,.818,4,14,18,27,6,0,6,21,103
9,Vincent Askew\askewvi01,SG,28,SEA,4,0,93,12,29,.414,4,5,.800,8,24,.333,.483,2,3,.667,11,4,15,8,3,0,3,14,30
10,Stacey Augmon\augmost01,SG,26,ATL,3,1,52,6,14,.429,0,0,,6,14,.429,.429,9,12,.750,3,4,7,5,3,0,2,8,21
11,Anthony Avent\aventan01,PF,25,ORL,7,0,40,3,7,.429,0,1,.000,3,6,.500,.429,3,4,.750,4,4,8,0,0,1,2,11,9
12,Charles Barkley*\barklch01,PF,31,PHO,10,10,390,91,182,.500,9,35,.257,82,147,.558,.525,66,90,.733,39,95,134,32,13,11,25,28,257
