Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
34,Richie Guerin*\gueriri01,SG,36,ATL,3,,32,1,4,.250,,,,1,4,.250,.250,1,2,.500,,,5,7,,,,8,3
35,Matt Guokas\guokama02,SF,24,PHI,5,,100,11,27,.407,,,,11,27,.407,.407,4,5,.800,,,12,8,,,,12,26
36,Shaler Halimon\halimsh01,SF,23,PHI,1,,2,1,2,.500,,,,1,2,.500,.500,0,0,,,,0,0,,,,0,2
37,Skip Harlicka\harlisk01,PG,22,ATL,1,,1,0,0,,,,,0,0,,,0,0,,,,0,0,,,,1,0
38,John Havlicek*\havlijo01,SG,28,BOS,18,,850,170,382,.445,,,,170,382,.445,.445,118,138,.855,,,179,100,,,,58,458
39,Tom Hawkins\hawkito01,SF,32,LAL,14,,180,24,50,.480,,,,24,50,.480,.480,7,18,.389,,,40,7,,,,32,55
40,Elvin Hayes*\hayesel01,C,23,SDR,6,,278,60,114,.526,,,,60,114,.526,.526,35,53,.660,,,83,5,,,,21,155
41,Walt Hazzard\abdulma01,PG,26,ATL,11,,360,53,135,.393,,,,53,135,.393,.393,48,61,.787,,,33,43,,,,38,154
42,Bill Hewitt\hewitbi01,PF,24,LAL,15,,412,61,151,.404,,,,61,151,.404,.404,18,29,.621,,,78,17,,,,40,140
43,Bill Hosket\hoskebi01,PF,22,NYK,4,,22,3,6,.500,,,,3,6,.500,.500,0,1,.000,,,7,2,,,,3,6
44,Bailey Howell*\howelba01,PF,32,BOS,18,,551,112,229,.489,,,,112,229,.489,.489,46,64,.719,,,118,19,,,,84,270
45,Lou Hudson\hudsolo01,SF,24,ATL,11,,424,101,216,.468,,,,101,216,.468,.468,40,52,.769,,,59,32,,,,43,242
46,Darrall Imhoff\imhofda01,C,30,PHI,5,,191,33,66,.500,,,,33,66,.500,.500,25,38,.658,,,82,12,,,,24,91
47,Rich Johnson\johnsri01,C,22,BOS,2,,4,1,1,1.000,,,,1,1,1.000,1.000,0,0,,,,2,0,,,,0,2
48,Sam Jones*\jonessa01,SG,35,BOS,18,,514,124,296,.419,,,,124,296,.419,.419,55,69,.797,,,58,37,,,,45,303
49,Wali Jones\joneswa02,PG,26,PHI,5,,103,12,45,.267,,,,12,45,.267,.267,8,10,.800,,,16,9,,,,17,32
50,Toby Kimball\kimbato01,PF,26,SDR,6,,197,23,53,.434,,,,23,53,.434,.434,13,25,.520,,,74,4,,,,17,59
51,Jim King\kingji01,PG,27,SFW,6,,142,29,78,.372,,,,29,78,.372,.372,14,18,.778,,,25,17,,,,10,72
52,Don Kojis\kojisdo01,SF,30,SDR,6,,232,48,109,.440,,,,48,109,.440,.440,25,31,.806,,,51,21,,,,22,121
53,Stu Lantz\lantzst01,SG,22,SDR,6,,208,30,69,.435,,,,30,69,.435,.435,21,27,.778,,,21,10,,,,22,81
54,Rudy LaRusso\larusru01,SF,31,SFW,6,,215,34,90,.378,,,,34,90,.378,.378,41,53,.774,,,51,15,,,,23,109
55,Clyde Lee\leecl01,PF,24,SFW,6,,129,9,33,.273,,,,9,33,.273,.273,9,11,.818,,,43,5,,,,14,27
56,Bobby Lewis\lewisbo01,SG,23,SFW,5,,59,11,28,.393,,,,11,28,.393,.393,1,3,.333,,,5,6,,,,12,23
57,Kevin Loughery\loughke01,PG,28,BAL,4,,173,29,79,.367,,,,29,79,.367,.367,23,35,.657,,,18,21,,,,16,81
58,Ed Manning\mannied01,PF,25,BAL,4,,63,7,18,.389,,,,7,18,.389,.389,0,0,,,,23,1,,,,11,14
59,Jack Marin\marinja01,SF,24,BAL,4,,153,24,51,.471,,,,24,51,.471,.471,7,11,.636,,,18,12,,,,13,55
60,Don May\maydo01,SF,23,NYK,9,,88,9,30,.300,,,,9,30,.300,.300,7,9,.778,,,23,8,,,,7,25
61,Earl Monroe*\monroea01,SG,24,BAL,4,,171,44,114,.386,,,,44,114,.386,.386,25,31,.806,,,21,16,,,,10,113
62,Jeff Mullins\mullije01,SG,26,SFW,6,,180,39,96,.406,,,,39,96,.406,.406,8,11,.727,,,18,23,,,,16,86
63,Don Nelson*\nelsodo01,SF,28,BOS,18,,348,87,168,.518,,,,87,168,.518,.518,50,60,.833,,,83,21,,,,51,224
64,Don Ohl\ohldo01,SG,32,ATL,11,,194,30,86,.349,,,,30,86,.349,.349,13,22,.591,,,13,16,,,,25,73
65,Barry Orms\ormsba01,PG,22,BAL,3,,10,0,0,,,,,0,0,,,0,0,,,,1,0,,,,2,0
66,Bob Quick\quickbo01,SF,22,BAL,2,,9,2,3,.667,,,,2,3,.667,.667,0,2,.000,,,1,0,,,,1,4
67,Willis Reed*\reedwi01,C,26,NYK,10,,429,101,198,.510,,,,101,198,.510,.510,55,70,.786,,,141,19,,,,40,257
68,Pat Riley*\rileypa01,SG,23,SDR,5,,76,16,37,.432,,,,16,37,.432,.432,5,6,.833,,,11,2,,,,13,37
69,Mike Riordan\riordmi01,SF,23,NYK,10,,108,20,39,.513,,,,20,39,.513,.513,12,16,.750,,,17,3,,,,27,52
70,Bill Russell*\russebi01,C,34,BOS,18,,829,77,182,.423,,,,77,182,.423,.423,41,81,.506,,,369,98,,,,65,195
71,Cazzie Russell\russeca01,SF,24,NYK,5,,36,5,21,.238,,,,5,21,.238,.238,2,2,1.000,,,5,1,,,,4,12
72,Tom Sanders*\sandeto01,SF,30,BOS,15,,197,32,73,.438,,,,32,73,.438,.438,23,31,.742,,,48,7,,,,40,87
73,Dale Schlueter\schluda01,C,23,SFW,3,,25,3,9,.333,,,,3,9,.333,.333,7,15,.467,,,22,1,,,,4,13
74,Ray Scott\scottra01,PF,30,BAL,4,,137,23,52,.442,,,,23,52,.442,.442,7,8,.875,,,32,4,,,,16,53
75,Larry Siegfried\siegfla01,PG,29,BOS,18,,392,72,172,.419,,,,72,172,.419,.419,55,70,.786,,,38,46,,,,60,199
76,Paul Silas\silaspa01,PF,25,ATL,11,,258,21,58,.362,,,,21,58,.362,.362,19,37,.514,,,92,21,,,,32,61
77,Nate Thurmond*\thurmna01,C,27,SFW,6,,263,40,102,.392,,,,40,102,.392,.392,20,34,.588,,,117,28,,,,18,100
78,Bill Turner\turnebi01,SF,24,SFW,6,,96,13,35,.371,,,,13,35,.371,.371,7,11,.636,,,25,7,,,,14,33
79,Wes Unseld*\unselwe01,C,22,BAL,4,,165,30,57,.526,,,,30,57,.526,.526,15,19,.789,,,74,5,,,,14,75
80,Chet Walker*\walkech01,SF,28,PHI,4,,109,23,43,.535,,,,23,43,.535,.535,8,12,.667,,,23,8,,,,5,54
81,Jerry West*\westje01,SG,30,LAL,18,,757,196,423,.463,,,,196,423,.463,.463,164,204,.804,,,71,135,,,,52,556
82,Art Williams\williar01,PG,29,SDR,6,,102,12,25,.480,,,,12,25,.480,.480,3,7,.429,,,17,32,,,,15,27
83,Ron Williams\williro01,PG,24,SFW,4,,42,10,26,.385,,,,10,26,.385,.385,4,4,1.000,,,4,3,,,,4,24
84,George Wilson\wilsoge01,C,26,PHI,5,,45,0,7,.000,,,,0,7,.000,.000,3,4,.750,,,18,8,,,,9,3
85,Tom Workman\workmto01,F-C,24,BAL,1,,2,0,1,.000,,,,0,1,.000,.000,0,0,,,,1,0,,,,0,0
