Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Kenny Anderson\anderke01,PG,26,POR,4,4,169,22,46,.478,5,19,.263,17,27,.630,.533,19,20,.950,2,15,17,19,7,1,11,10,68
2,Nick Anderson\anderni01,SG,29,ORL,5,5,130,12,36,.333,4,15,.267,8,21,.381,.389,0,2,.000,3,26,29,3,3,9,6,8,28
3,Shandon Anderson\andersh01,SG,23,UTA,18,0,296,29,66,.439,5,12,.417,24,54,.444,.477,20,28,.714,20,28,48,13,11,1,13,28,83
4,Willie Anderson\anderwi01,SG,30,MIA,9,0,120,11,30,.367,2,8,.250,9,22,.409,.400,9,10,.900,2,15,17,5,4,2,12,20,33
5,Darrell Armstrong\armstda01,PG,28,ORL,5,0,143,20,42,.476,6,18,.333,14,24,.583,.548,11,13,.846,3,18,21,17,8,1,7,6,57
6,Keith Askins\askinke01,SF,29,MIA,12,0,146,10,23,.435,6,12,.500,4,11,.364,.565,4,4,1.000,11,17,28,7,3,2,3,26,30
7,Stacey Augmon\augmost01,SG,28,POR,4,0,35,2,6,.333,0,0,,2,6,.333,.333,3,4,.750,1,0,1,3,1,0,1,6,7
8,Isaac Austin\austiis01,C,27,MIA,15,0,287,36,81,.444,1,4,.250,35,77,.455,.451,25,31,.806,16,50,66,6,6,7,22,35,98
9,Charles Barkley*\barklch01,PF,33,HOU,16,16,605,86,198,.434,11,38,.289,75,160,.469,.462,103,134,.769,64,128,192,54,19,7,43,52,286
10,Brent Barry\barrybr01,SG,25,LAC,3,0,84,11,27,.407,5,11,.455,6,16,.375,.500,8,9,.889,1,6,7,10,4,0,4,10,35
11,Jon Barry\barryjo01,SG,27,ATL,2,0,9,0,3,.000,0,3,.000,0,0,,.000,0,0,,0,0,0,0,0,0,0,0,0
12,Mookie Blaylock\blaylmo01,PG,29,ATL,10,10,441,61,154,.396,28,85,.329,33,69,.478,.487,14,21,.667,12,58,70,65,21,2,35,15,164
13,Corie Blount\blounco01,PF,28,LAL,3,0,8,1,1,1.000,0,0,,1,1,1.000,1.000,1,2,.500,0,2,2,1,0,0,0,2,3
14,Muggsy Bogues\boguemu01,PG,32,CHH,2,2,58,11,19,.579,6,7,.857,5,12,.417,.737,4,4,1.000,1,2,3,5,1,0,6,3,32
15,Scott Brooks\brooksc01,PG,31,NYK,4,0,7,1,2,.500,0,0,,1,2,.500,.500,1,1,1.000,0,0,0,0,0,0,0,0,3
16,Mike Brown\brownmi01,C,33,PHO,4,0,27,2,5,.400,0,0,,2,5,.400,.400,7,8,.875,2,2,4,1,0,0,1,6,11
17,P.J. Brown\brownpj01,PF,27,MIA,15,15,451,42,103,.408,0,0,,42,103,.408,.408,38,53,.717,48,81,129,10,9,20,16,40,122
18,Randy Brown\brownra02,PG,28,CHI,17,0,98,9,30,.300,0,0,,9,30,.300,.300,3,5,.600,3,7,10,6,8,2,4,22,21
19,Kobe Bryant\bryanko01,SG,18,LAL,9,0,133,21,55,.382,6,23,.261,15,32,.469,.436,26,30,.867,1,10,11,11,3,2,14,23,74
20,Mark Bryant\bryanma01,PF,31,PHO,4,0,36,4,10,.400,0,0,,4,10,.400,.400,3,3,1.000,1,3,4,0,0,0,2,4,11
21,Jud Buechler\buechju01,SF,28,CHI,18,0,138,13,31,.419,4,12,.333,9,19,.474,.484,3,5,.600,9,14,23,5,3,1,1,15,33
