Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Arron Afflalo\afflaar01,SG,22,DET,12,0,84,7,18,.389,0,2,.000,7,16,.438,.389,0,0,,0,5,5,6,4,0,1,5,14
2,Malik Allen\allenma01,PF,29,DAL,3,0,18,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,4,0
3,Ray Allen\allenra02,SG,32,BOS,26,26,987,133,311,.428,55,139,.396,78,172,.453,.516,84,92,.913,25,73,98,71,24,8,38,63,405
4,Tony Allen\allento01,SG,26,BOS,15,0,65,9,16,.563,0,1,.000,9,15,.600,.563,2,5,.400,1,2,3,3,2,0,1,5,20
5,Rafer Alston\alstora01,PG,31,HOU,4,4,126,21,48,.438,11,25,.440,10,23,.435,.552,4,5,.800,2,4,6,18,4,0,6,7,57
6,Lou Amundson\amundlo01,PF,25,PHI,2,0,10,2,4,.500,0,0,,2,4,.500,.500,1,2,.500,5,2,7,0,0,0,0,2,5
7,Carmelo Anthony\anthoca01,SF,23,DEN,4,4,146,32,88,.364,2,8,.250,30,80,.375,.375,24,29,.828,19,19,38,8,2,1,12,17,90
8,Gilbert Arenas\arenagi01,PG,26,WAS,4,2,94,14,36,.389,5,12,.417,9,24,.375,.458,10,12,.833,0,7,7,11,2,0,8,13,43
9,Trevor Ariza\arizatr01,SF,22,LAL,8,0,45,7,12,.583,1,4,.250,6,8,.750,.625,2,4,.500,3,8,11,1,1,1,1,7,17
10,Hilton Armstrong\armsthi01,C,23,NOH,8,0,72,8,13,.615,0,0,,8,13,.615,.615,5,10,.500,9,11,20,0,0,6,4,12,21
11,Carlos Arroyo\arroyca01,PG,28,ORL,4,0,30,2,4,.500,0,1,.000,2,3,.667,.500,2,2,1.000,0,2,2,4,0,0,3,4,6
12,Chucky Atkins\atkinch01,SG,33,DEN,1,0,3,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,1,1,0,0,0,0,0,0
13,James Augustine\augusja01,PF,23,ORL,1,0,2,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,1,1,0,0,0,0,0,2
14,Leandro Barbosa\barbole01,SG,25,PHO,5,1,143,19,55,.345,4,18,.222,15,37,.405,.382,10,11,.909,2,18,20,9,3,0,4,10,52
15,J.J. Barea\bareajo01,PG,23,DAL,1,0,5,3,4,.750,2,2,1.000,1,2,.500,1.000,0,0,,0,0,0,1,0,0,0,1,8
16,Andrea Bargnani\bargnan01,PF,22,TOR,5,5,104,13,39,.333,4,16,.250,9,23,.391,.385,2,2,1.000,1,6,7,2,4,3,2,15,32
17,Brent Barry\barrybr01,SF,36,SAS,16,0,227,26,53,.491,19,41,.463,7,12,.583,.670,12,15,.800,2,16,18,17,6,2,9,22,83
18,Brandon Bass\bassbr01,C,22,DAL,5,0,133,17,36,.472,0,1,.000,17,35,.486,.472,24,25,.960,20,14,34,2,3,3,3,12,58
19,Maceo Baston\bastoma01,PF,32,TOR,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,1,0,0,0,0
20,Shane Battier\battish01,SF,29,HOU,6,6,246,20,45,.444,12,25,.480,8,20,.400,.578,8,11,.727,7,16,23,3,6,5,8,19,60
21,Raja Bell\bellra01,SG,31,PHO,5,5,215,21,37,.568,13,20,.650,8,17,.471,.743,13,16,.813,6,22,28,11,2,1,5,19,68
22,Mike Bibby\bibbymi01,PG,29,ATL,7,7,252,22,65,.338,7,24,.292,15,41,.366,.392,21,32,.656,3,19,22,22,4,2,13,12,72
23,Chauncey Billups\billuch01,PG,31,DET,15,15,480,69,172,.401,24,64,.375,45,108,.417,.471,79,95,.832,6,38,44,83,12,1,20,32,241
24,Andray Blatche\blatcan01,PF,21,WAS,6,0,89,9,21,.429,0,1,.000,9,20,.450,.429,4,12,.333,7,13,20,1,2,6,5,15,22
25,Keith Bogans\boganke01,SG,27,ORL,10,0,293,25,68,.368,15,45,.333,10,23,.435,.478,8,11,.727,4,38,42,11,4,0,7,26,73
26,Matt Bonner\bonnema01,PF,27,SAS,2,0,9,2,3,.667,0,0,,2,3,.667,.667,0,0,,0,2,2,2,0,0,0,0,4
27,Carlos Boozer\boozeca01,PF,26,UTA,12,12,441,76,183,.415,0,0,,76,183,.415,.415,40,56,.714,42,105,147,34,6,2,36,47,192
28,Chris Bosh\boshch01,C,23,TOR,5,5,199,42,89,.472,1,7,.143,41,82,.500,.478,35,42,.833,20,25,45,18,8,2,13,19,120
29,Bruce Bowen\bowenbr01,SF,36,SAS,17,17,508,37,93,.398,22,54,.407,15,39,.385,.516,8,11,.727,2,31,33,23,11,6,9,41,104
30,Ryan Bowen\bowenry01,SF,32,NOH,9,0,39,1,6,.167,0,1,.000,1,5,.200,.167,2,2,1.000,3,11,14,2,1,0,1,1,4
31,Ronnie Brewer\brewero02,SG,22,UTA,12,12,305,51,98,.520,1,6,.167,50,92,.543,.526,19,25,.760,17,21,38,19,12,4,4,29,122
32,Aaron Brooks\brookaa01,PG,23,HOU,6,0,50,8,25,.320,0,10,.000,8,15,.533,.320,9,11,.818,0,6,6,3,0,0,3,11,25
33,Devin Brown\brownde02,SG,29,CLE,8,0,92,9,34,.265,5,17,.294,4,17,.235,.338,10,15,.667,8,11,19,9,2,0,9,10,33
34,P.J. Brown\brownpj01,PF,38,BOS,25,0,341,26,56,.464,0,1,.000,26,55,.473,.464,21,25,.840,18,41,59,12,5,10,12,58,73
35,Kobe Bryant\bryanko01,SG,29,LAL,21,21,863,222,463,.479,32,106,.302,190,357,.532,.514,157,194,.809,18,101,119,117,35,8,70,59,633
36,Caron Butler\butleca01,SF,27,WAS,6,6,246,40,87,.460,5,21,.238,35,66,.530,.489,27,31,.871,10,24,34,23,11,1,16,19,112
37,Jose Calderon\caldejo01,PG,26,TOR,5,0,120,22,50,.440,10,21,.476,12,29,.414,.540,5,5,1.000,4,14,18,35,1,0,6,15,59
38,Marcus Camby\cambyma01,C,33,DEN,4,4,124,5,21,.238,1,1,1.000,4,20,.200,.262,2,6,.333,11,42,53,12,4,12,10,10,13
39,Rodney Carney\carnero01,SF,23,PHI,6,0,84,12,31,.387,5,10,.500,7,21,.333,.468,1,2,.500,3,4,7,5,7,2,0,9,30
40,Anthony Carter\cartean01,PG,32,DEN,4,1,61,4,14,.286,0,5,.000,4,9,.444,.286,0,0,,2,8,10,14,1,1,3,6,8
41,Sam Cassell\cassesa01,PG,38,BOS,21,0,264,37,111,.333,6,28,.214,31,83,.373,.360,14,17,.824,2,13,15,25,8,1,12,30,94
42,Tyson Chandler\chandty01,C,25,NOH,12,12,412,43,68,.632,0,0,,43,68,.632,.632,10,16,.625,45,78,123,5,5,20,10,43,96
43,Josh Childress\childjo01,SF,24,ATL,7,0,205,22,42,.524,0,2,.000,22,40,.550,.524,6,12,.500,15,25,40,11,1,5,2,7,50
44,Jarron Collins\collija03,C,29,UTA,5,0,20,0,3,.000,0,0,,0,3,.000,.000,0,0,,3,3,6,1,1,1,0,2,0
45,Samuel Dalembert\dalemsa01,C,26,PHI,6,6,193,19,45,.422,0,0,,19,45,.422,.422,16,19,.842,20,37,57,3,2,10,10,17,54
46,Erick Dampier\dampier01,C,32,DAL,5,5,95,7,17,.412,0,0,,7,17,.412,.412,4,10,.400,12,9,21,0,1,3,3,15,18
47,Antonio Daniels\daniean01,PG,32,WAS,6,4,154,14,31,.452,1,4,.250,13,27,.481,.468,15,17,.882,1,13,14,18,2,2,7,6,44
48,Glen Davis\davisgl01,C,22,BOS,17,0,137,14,34,.412,0,1,.000,14,33,.424,.412,11,18,.611,12,13,25,7,5,4,10,27,39
49,Carlos Delfino\delfica01,SG,25,TOR,5,0,121,15,37,.405,4,15,.267,11,22,.500,.459,9,10,.900,5,19,24,11,4,0,3,14,43
